store_name,location_long,location_lat,product_group,product_brand,product_name,sales_volume,date_of_manufacture,date_of_expiry,product_price,status,duration_of_expiry,discount,discount_percentage,discount_price,last_status,ultra_discount_percentage,ultra_discount
MarketMax,69.23073575618797,41.34348924939094,Bakery Products,Yashkino,Bread,33,2025-02-01,2025-07-18,4.6,yes,167,no,0.0,0.0,yes,0.0,0.0
FreshFoods,69.10239360010424,41.31496753010675,Sweets,Roshen,Candies,84,2024-06-25,2025-06-21,10.54,yes,361,yes,20.7,2.18178,yes,20.7,2.18178
MarketMax,69.26416195877306,41.200160664135126,Sweets,Nestlé,Ice Cream,17,2024-06-27,2025-01-14,2.74,yes,201,yes,50.0,1.37,no,50.0,1.37
PrimePick,69.16206586495372,41.2570530955641,Beverages,Pepsi,Tea,47,2024-08-28,2026-04-29,1.98,yes,609,yes,18.1,0.35838,yes,0.0,0.0
FreshFoods,69.3379685697738,41.228450452529515,Bakery Products,Makfa,Wheat Flour,53,2024-07-06,2024-08-02,4.68,no,27,yes,50.0,2.34,no,50.0,2.34
PrimePick,69.1781976700367,41.22444264872195,Bakery Products,Barilla,Pasta,25,2024-10-16,2024-12-29,6.35,yes,74,yes,50.0,3.175,no,50.0,3.175
MarketMax,69.31644653663018,41.380758689456925,Bakery Products,Ozon,Buns,79,2025-01-15,2025-02-07,3.9,yes,23,yes,50.0,1.95,no,50.0,1.95
PrimePick,69.19670402413477,41.35272917378109,Bakery Products,Yashkino,Buns,9,2025-01-05,2025-03-11,5.61,no,65,yes,32.9,1.84569,no,32.9,1.84569
SuperValue,69.259420711273,41.296175316792166,Beverages,Lipton,Mineral Water,23,2024-09-29,2025-11-29,7.46,yes,426,yes,10.6,0.79076,yes,0.0,0.0
NutriMart,69.3058523927295,41.374442822475054,Bakery Products,Makfa,Bread,24,2025-01-27,2025-05-20,6.33,yes,113,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.24252951905684,41.220813437764946,Beverages,Nescafé,Tea,65,2024-05-15,2025-03-09,2.04,no,298,yes,41.8,0.85272,no,41.8,0.85272
EcoGrocer,69.39241124640243,41.381216071215846,Dairy Products,Amul,Cream,67,2024-03-31,2024-05-25,6.5,yes,55,yes,50.0,3.25,no,50.0,3.25
GoldenCart,69.25706964273833,41.317046367064016,Dairy Products,Campina,Cheese,90,2024-06-12,2024-08-26,6.25,no,75,yes,50.0,3.125,no,50.0,3.125
MegaMarket,69.3667237333657,41.298400633769546,Dairy Products,Campina,Yogurt,3,2024-08-02,2024-10-04,9.63,yes,63,yes,50.0,4.815,no,50.0,4.815
FreshFoods,69.3487204140698,41.20909233186244,Beverages,Lipton,Mineral Water,28,2024-06-01,2025-06-10,5.54,yes,374,yes,12.2,0.67588,yes,0.0,0.0
TastyBite,69.17371751021992,41.2349988072842,Meat Products,Hormel,Smoked Meat,80,2025-01-14,2025-02-26,24.03,yes,43,yes,47.5,11.41425,no,47.5,11.41425
EcoGrocer,69.1574350315562,41.24420070513839,Sweets,Ferrero,Halva,46,2024-11-24,2025-08-02,9.64,yes,251,yes,18.3,1.76412,yes,0.0,0.0
SuperValue,69.26483171831515,41.310105423460996,Dairy Products,Nestlé,Milk,62,2024-07-07,2024-09-09,9.71,yes,64,yes,50.0,4.855,no,50.0,4.855
EcoGrocer,69.37138241144967,41.317383344196706,Meat Products,Perdue,Smoked Meat,60,2024-10-25,2024-11-07,7.07,yes,13,yes,50.0,3.535,no,50.0,3.535
TastyBite,69.29530779599655,41.33921546642742,Bakery Products,Makfa,Wheat Flour,2,2024-12-22,2025-01-08,3.53,no,17,yes,50.0,1.765,no,50.0,1.765
MegaMarket,69.22077856182092,41.20725686523856,Bakery Products,Yashkino,Pasta,81,2024-07-26,2025-01-12,4.91,yes,170,yes,50.0,2.455,no,50.0,2.455
EcoGrocer,69.22629984447592,41.35100452000816,Bakery Products,Barilla,Wheat Flour,61,2024-12-11,2025-05-01,2.42,yes,141,yes,21.4,0.51788,yes,21.4,0.51788
FoodWorld,69.36173409290087,41.34362077020724,Meat Products,Hormel,Hot Dogs,45,2024-06-03,2024-06-21,5.05,yes,18,yes,50.0,2.525,no,50.0,2.525
FreshFoods,69.15273460616082,41.300505985842676,Sweets,Milka,Candies,70,2024-11-14,2025-06-21,10.3,yes,219,no,0.0,0.0,yes,0.0,0.0
SuperValue,69.11522284773261,41.373365665930955,Bakery Products,Pioner,Bread,9,2024-06-07,2024-11-20,6.12,yes,166,yes,50.0,3.06,no,50.0,3.06
GoldenCart,69.249729083362,41.239752725912915,Dairy Products,Parmalat,Milk,5,2024-12-06,2025-01-03,6.95,yes,28,yes,50.0,3.475,no,50.0,3.475
PrimePick,69.15193304606683,41.343404996830266,Bakery Products,Makfa,Buns,7,2024-03-25,2024-05-24,3.93,no,60,yes,50.0,1.965,no,50.0,1.965
SuperValue,69.21766853515282,41.200718551136546,Bakery Products,Yashkino,Pasta,1,2024-06-24,2024-12-19,2.9,yes,178,yes,50.0,1.45,no,50.0,1.45
PrimePick,69.21292402288154,41.366420876303955,Bakery Products,Yashkino,Wheat Flour,56,2025-01-06,2025-02-18,6.95,yes,43,yes,48.5,3.37075,no,48.5,3.37075
NutriMart,69.39653285636003,41.39837747422771,Beverages,Pepsi,Mineral Water,55,2024-10-23,2026-05-20,12.71,yes,574,yes,16.2,2.0590200000000003,yes,0.0,0.0
PrimePick,69.38118931568573,41.30511888782908,Dairy Products,Parmalat,Kefir,36,2024-07-26,2024-08-17,9.54,yes,22,yes,50.0,4.77,no,50.0,4.77
MarketMax,69.31075096664905,41.22455963338771,Dairy Products,Nestlé,Cream,70,2024-08-13,2024-10-03,8.31,yes,51,yes,50.0,4.155,no,50.0,4.155
MegaMarket,69.18726228214746,41.217862098438175,Dairy Products,President,Cheese,39,2024-05-31,2024-08-27,9.56,no,88,yes,50.0,4.78,no,50.0,4.78
SuperValue,69.38477448645817,41.29396876405594,Meat Products,Tyson,Beef,46,2024-03-22,2024-04-18,21.36,yes,27,yes,50.0,10.68,no,50.0,10.68
MarketMax,69.30708929050242,41.20179103185542,Beverages,Coca-Cola,Carbonated Drinks,16,2024-09-03,2025-08-15,10.92,yes,346,yes,17.8,1.94376,yes,0.0,0.0
EcoGrocer,69.18464798486941,41.370593072636076,Sweets,Mars,Cakes,65,2024-12-24,2025-06-30,11.84,yes,188,no,0.0,0.0,yes,0.0,0.0
PrimePick,69.20272063883046,41.2911153579451,Dairy Products,Campina,Butter,92,2024-08-22,2024-11-07,9.96,yes,77,yes,50.0,4.98,no,50.0,4.98
GoldenCart,69.16333757272838,41.354765949447845,Sweets,Milka,Chocolate,99,2024-05-12,2024-09-23,3.16,yes,134,yes,50.0,1.58,no,50.0,1.58
SuperValue,69.29849716259432,41.20884487701189,Beverages,Pepsi,Tea,58,2024-12-22,2025-12-18,6.63,yes,361,no,0.0,0.0,yes,0.0,0.0
FoodWorld,69.1030146875199,41.3934759801336,Bakery Products,Barilla,Bread,46,2024-12-17,2025-05-02,1.05,no,136,no,0.0,0.0,no,0.0,0.0
FoodWorld,69.16963251194778,41.302523405702125,Dairy Products,Parmalat,Butter,17,2024-06-18,2024-07-30,4.94,no,42,yes,50.0,2.47,no,50.0,2.47
PrimePick,69.125980946218,41.35703458551409,Bakery Products,Barilla,Bread,95,2024-09-15,2025-02-13,3.85,yes,151,yes,49.7,1.9134500000000003,no,49.7,1.9134500000000003
FoodWorld,69.14286001411682,41.337921721799916,Dairy Products,Nestlé,Cream,25,2024-11-03,2025-01-31,8.38,yes,89,yes,50.0,4.19,no,50.0,4.19
PrimePick,69.15753003429826,41.21616321549711,Bakery Products,Pioner,Bread,42,2024-05-11,2024-06-09,7.98,yes,29,yes,50.0,3.99,no,50.0,3.99
NutriMart,69.29568065975536,41.30360661657753,Sweets,Roshen,Ice Cream,5,2024-05-13,2025-02-05,8.59,no,268,yes,49.5,4.25205,no,49.5,4.25205
SuperValue,69.28373077948292,41.35913926617334,Beverages,Nescafé,Coffee,100,2024-09-27,2025-05-27,1.11,yes,242,yes,19.9,0.22089,yes,0.0,0.0
PrimePick,69.18027009958134,41.33343773278835,Dairy Products,Danone,Cream,65,2025-02-07,2025-05-05,9.1,yes,87,yes,12.4,1.1283999999999998,yes,0.0,0.0
EcoGrocer,69.11153669043102,41.32468080347098,Beverages,Nestlé Pure Life,Tea,14,2024-05-17,2025-07-23,11.23,yes,432,no,0.0,0.0,yes,0.0,0.0
FoodWorld,69.36525723826338,41.2824292895518,Sweets,Ferrero,Ice Cream,14,2025-02-06,2025-10-22,8.96,no,258,no,0.0,0.0,no,0.0,0.0
EcoGrocer,69.21084678886017,41.26618515000205,Sweets,Roshen,Jam,46,2024-06-01,2025-05-19,5.65,yes,352,yes,16.5,0.93225,yes,0.0,0.0
TastyBite,69.18497427578669,41.315862995319264,Sweets,Mars,Halva,99,2024-07-29,2025-02-24,11.69,yes,210,yes,48.9,5.71641,no,48.9,5.71641
EcoGrocer,69.38514046280929,41.315446611604784,Sweets,Mars,Jam,1,2024-11-14,2025-06-13,6.96,yes,211,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.32728341137096,41.22732607427565,Meat Products,Hormel,Poultry,60,2025-02-10,2025-03-31,10.05,no,49,no,0.0,0.0,no,0.0,0.0
PrimePick,69.36237633631397,41.34492335123754,Beverages,Lipton,Coffee,22,2024-10-23,2025-09-06,6.4,no,318,no,0.0,0.0,no,0.0,0.0
GoldenCart,69.26338157144122,41.23856621156403,Beverages,Nestlé Pure Life,Coffee,14,2024-10-05,2025-05-04,14.11,no,211,no,0.0,0.0,no,0.0,0.0
EcoGrocer,69.20646814389283,41.25819060585991,Sweets,Ferrero,Halva,67,2024-09-03,2024-12-29,6.62,yes,117,yes,50.0,3.31,no,50.0,3.31
NutriMart,69.29164981331283,41.29647954541981,Meat Products,Perdue,Hot Dogs,97,2024-07-11,2024-08-30,14.94,yes,50,yes,50.0,7.47,no,50.0,7.47
TastyBite,69.15286503614924,41.339012631250355,Meat Products,Oscar Mayer,Poultry,87,2024-04-07,2024-05-15,21.82,yes,38,yes,50.0,10.91,no,50.0,10.91
MegaMarket,69.12767727255351,41.31975147945759,Dairy Products,Campina,Butter,60,2024-11-12,2025-01-14,2.75,no,63,yes,50.0,1.375,no,50.0,1.375
EcoGrocer,69.16227349218099,41.25394628492303,Dairy Products,President,Cottage Cheese,69,2024-07-08,2024-09-09,6.67,yes,63,yes,50.0,3.335,no,50.0,3.335
EcoGrocer,69.23168167065346,41.20113133412694,Meat Products,Tyson,Lamb,25,2024-10-14,2024-11-27,16.76,yes,44,yes,50.0,8.38,no,50.0,8.38
TastyBite,69.13368817437083,41.32510331566977,Bakery Products,Makfa,Wheat Flour,98,2024-05-28,2024-09-12,3.21,yes,107,yes,50.0,1.605,no,50.0,1.605
EcoGrocer,69.31210226539565,41.35086958255707,Meat Products,Tyson,Poultry,80,2024-11-04,2024-11-20,10.25,yes,16,yes,50.0,5.125,no,50.0,5.125
EcoGrocer,69.27909005881718,41.288560518279134,Meat Products,Perdue,Sausage,10,2024-08-15,2024-09-18,20.84,yes,34,yes,50.0,10.42,no,50.0,10.42
MegaMarket,69.26736400136966,41.36719411615571,Meat Products,Hormel,Poultry,89,2024-11-05,2024-11-14,23.26,yes,9,yes,50.0,11.63,no,50.0,11.63
MegaMarket,69.37379234971642,41.33450145613188,Dairy Products,Danone,Cheese,40,2024-08-01,2024-09-30,6.51,no,60,yes,50.0,3.255,no,50.0,3.255
MarketMax,69.39781762523421,41.2374576015956,Sweets,Roshen,Candies,85,2025-01-18,2025-06-04,11.57,yes,137,yes,19.2,2.2214400000000003,yes,0.0,0.0
MegaMarket,69.10309022049269,41.34871859976039,Beverages,Lipton,Mineral Water,20,2024-06-13,2025-05-12,13.69,yes,333,yes,15.3,2.09457,yes,0.0,0.0
EcoGrocer,69.25465062236488,41.30129781900476,Meat Products,Perdue,Poultry,37,2024-10-19,2024-11-30,18.9,yes,42,yes,50.0,9.45,no,50.0,9.45
MegaMarket,69.30702441911221,41.2040064206982,Meat Products,Hormel,Hot Dogs,43,2024-04-14,2024-04-29,24.39,yes,15,yes,50.0,12.195,no,50.0,12.195
GoldenCart,69.11512659528509,41.33046469166112,Beverages,Nescafé,Coffee,87,2024-08-25,2025-09-30,4.25,yes,401,no,0.0,0.0,yes,0.0,0.0
MarketMax,69.28068963144145,41.341788095922674,Sweets,Mars,Cakes,87,2024-10-15,2025-01-31,2.29,yes,108,yes,50.0,1.145,no,50.0,1.145
EcoGrocer,69.30448448037536,41.36238843910365,Bakery Products,Pioner,Noodles,3,2024-06-21,2024-08-14,2.05,yes,54,yes,50.0,1.025,no,50.0,1.025
GoldenCart,69.23915601645919,41.24648839427945,Beverages,Coca-Cola,Tea,99,2025-01-23,2025-08-29,7.04,no,218,no,0.0,0.0,no,0.0,0.0
FoodWorld,69.23901926656944,41.200618950004426,Meat Products,Tyson,Lamb,5,2024-04-16,2024-05-06,16.68,yes,20,yes,50.0,8.34,no,50.0,8.34
PrimePick,69.19510030284782,41.39974184507758,Sweets,Nestlé,Candies,15,2024-09-30,2025-04-01,9.28,yes,183,no,0.0,0.0,yes,0.0,0.0
EcoGrocer,69.17399625683458,41.31427236130625,Bakery Products,Yashkino,Buns,82,2024-04-25,2024-10-01,2.1,no,159,yes,50.0,1.05,no,50.0,1.05
NutriMart,69.29069767066359,41.31536908616023,Meat Products,Oscar Mayer,Beef,62,2024-05-01,2024-05-18,8.47,yes,17,yes,50.0,4.235,no,50.0,4.235
MegaMarket,69.27480442584043,41.31056347523443,Bakery Products,Yashkino,Pasta,84,2024-11-11,2025-03-11,6.24,yes,120,yes,42.3,2.63952,no,42.3,2.63952
MegaMarket,69.23021647463756,41.28901869835569,Meat Products,Perdue,Smoked Meat,70,2024-12-18,2025-01-22,20.79,no,35,yes,50.0,10.395,no,50.0,10.395
SuperValue,69.28452467171543,41.21634737360608,Bakery Products,Yashkino,Buns,96,2024-04-01,2024-04-28,7.87,yes,27,yes,50.0,3.935,no,50.0,3.935
NutriMart,69.10038170277899,41.38493333011715,Meat Products,Perdue,Smoked Meat,54,2024-09-22,2024-10-31,16.59,yes,39,yes,50.0,8.295,no,50.0,8.295
PrimePick,69.15528901195621,41.33453733003957,Sweets,Nestlé,Jam,3,2025-02-13,2025-12-18,10.86,no,308,no,0.0,0.0,no,0.0,0.0
FoodWorld,69.10671200140445,41.32553057761492,Meat Products,Oscar Mayer,Poultry,60,2024-07-08,2024-08-12,16.0,yes,35,yes,50.0,8.0,no,50.0,8.0
FoodWorld,69.14304610930947,41.347089549893106,Meat Products,Tyson,Sausage,1,2025-01-23,2025-02-16,13.33,yes,24,yes,48.7,6.49171,no,48.7,6.49171
FoodWorld,69.15115595813856,41.348061267759824,Beverages,Coca-Cola,Carbonated Drinks,79,2024-12-07,2026-10-30,9.49,no,692,no,0.0,0.0,no,0.0,0.0
SuperValue,69.1632110698305,41.267802624607995,Sweets,Mars,Halva,18,2024-12-06,2025-05-20,10.94,yes,165,yes,16.0,1.7504,yes,0.0,0.0
FreshFoods,69.3505565555531,41.27935728066924,Meat Products,Tyson,Sausage,4,2024-03-19,2024-04-16,8.92,yes,28,yes,50.0,4.46,no,50.0,4.46
TastyBite,69.18488358523237,41.36015267064943,Beverages,Lipton,Coffee,66,2024-03-24,2025-04-14,2.04,no,386,no,0.0,0.0,no,0.0,0.0
MarketMax,69.18694972247593,41.23240062249736,Sweets,Milka,Jam,9,2024-05-31,2025-04-24,7.83,yes,328,no,0.0,0.0,yes,0.0,0.0
FreshFoods,69.16108900226845,41.24319511142255,Meat Products,Oscar Mayer,Hot Dogs,88,2024-09-19,2024-10-11,24.66,yes,22,yes,50.0,12.33,no,50.0,12.33
PrimePick,69.38187433688842,41.34153190599137,Dairy Products,Nestlé,Cottage Cheese,78,2024-05-01,2024-07-25,7.45,yes,85,yes,50.0,3.725,no,50.0,3.725
TastyBite,69.36824522335188,41.333497712766274,Dairy Products,President,Milk,89,2024-12-07,2025-02-10,5.89,no,65,yes,49.2,2.89788,no,49.2,2.89788
GoldenCart,69.37812591287559,41.35975381188225,Dairy Products,Campina,Milk,61,2024-08-12,2024-09-02,4.28,yes,21,yes,50.0,2.14,no,50.0,2.14
TastyBite,69.16896932936949,41.22968091858924,Sweets,Nestlé,Ice Cream,90,2024-06-04,2025-01-30,6.12,yes,240,yes,50.0,3.06,no,50.0,3.06
GoldenCart,69.1648038056685,41.38867375646598,Sweets,Mars,Chocolate,87,2024-11-14,2025-03-10,10.15,yes,116,yes,44.4,4.506600000000001,no,44.4,4.506600000000001
GoldenCart,69.28683243134915,41.30931311689275,Meat Products,Tyson,Lamb,45,2024-08-13,2024-09-25,14.47,yes,43,yes,50.0,7.235,no,50.0,7.235
EcoGrocer,69.32074332276721,41.38736026177158,Dairy Products,Nestlé,Milk,87,2024-06-15,2024-08-28,4.92,yes,74,yes,50.0,2.46,no,50.0,2.46
NutriMart,69.28098023728106,41.2606725263978,Meat Products,Oscar Mayer,Hot Dogs,55,2024-08-30,2024-10-14,22.34,no,45,yes,50.0,11.17,no,50.0,11.17
PrimePick,69.30997603882223,41.259010233373154,Meat Products,Oscar Mayer,Sausage,85,2025-01-28,2025-03-24,19.84,yes,55,yes,39.4,7.816959999999999,yes,39.4,7.816959999999999
SuperValue,69.17596064873008,41.295617052152956,Meat Products,Tyson,Poultry,100,2024-07-05,2024-08-09,10.83,no,35,yes,50.0,5.415,no,50.0,5.415
GoldenCart,69.13857693643133,41.32043717707173,Bakery Products,Makfa,Biscuits,100,2025-01-26,2025-04-01,7.08,no,65,yes,29.5,2.0886,no,29.5,2.0886
MarketMax,69.25612005573319,41.31532916195374,Sweets,Nestlé,Ice Cream,69,2024-05-16,2025-02-22,9.67,yes,282,yes,48.9,4.72863,no,48.9,4.72863
TastyBite,69.22254705569404,41.29270661072141,Dairy Products,President,Kefir,77,2024-04-11,2024-06-10,6.17,yes,60,yes,50.0,3.085,no,50.0,3.085
MarketMax,69.17382137192573,41.242810075599536,Meat Products,Cherkizovo,Hot Dogs,5,2024-12-07,2024-12-17,9.23,no,10,yes,50.0,4.615,no,50.0,4.615
GoldenCart,69.31200342061582,41.356148437454316,Dairy Products,Campina,Kefir,57,2024-07-27,2024-09-12,4.65,yes,47,yes,50.0,2.325,no,50.0,2.325
NutriMart,69.27485104884474,41.30567608629022,Meat Products,Hormel,Lamb,41,2024-06-01,2024-07-06,19.73,yes,35,yes,50.0,9.865,no,50.0,9.865
FreshFoods,69.25498391205224,41.34650062082683,Sweets,Milka,Jam,10,2024-12-17,2025-07-23,6.1,yes,218,no,0.0,0.0,yes,0.0,0.0
TastyBite,69.12284492369162,41.20326870210686,Meat Products,Cherkizovo,Lamb,22,2024-04-27,2024-05-19,12.14,yes,22,yes,50.0,6.07,no,50.0,6.07
FreshFoods,69.39259835839964,41.28656066175642,Beverages,Pepsi,Juices,89,2024-12-16,2025-06-22,13.29,yes,188,yes,13.3,1.76757,yes,0.0,0.0
SuperValue,69.36174210397697,41.317385077961205,Meat Products,Oscar Mayer,Poultry,79,2024-11-27,2025-01-15,23.65,yes,49,yes,50.0,11.825,no,50.0,11.825
GoldenCart,69.30816297529604,41.222968485246575,Sweets,Roshen,Ice Cream,71,2024-05-10,2024-10-19,11.68,no,162,yes,50.0,5.84,no,50.0,5.84
PrimePick,69.3562298909493,41.32093131387674,Sweets,Roshen,Cakes,58,2024-08-22,2025-06-05,2.05,yes,287,no,0.0,0.0,yes,0.0,0.0
EcoGrocer,69.20506516325914,41.38822462511104,Beverages,Nescafé,Juices,88,2024-11-16,2025-11-15,2.13,yes,364,no,0.0,0.0,yes,0.0,0.0
FoodWorld,69.30741556161806,41.307352326578545,Dairy Products,Parmalat,Kefir,19,2025-01-31,2025-03-09,5.39,no,37,yes,38.3,2.06437,no,38.3,2.06437
MarketMax,69.1828158701528,41.337741008542054,Sweets,Nestlé,Halva,70,2024-12-12,2025-11-03,11.41,yes,326,no,0.0,0.0,yes,0.0,0.0
PrimePick,69.14637841294363,41.219694789552285,Beverages,Nestlé Pure Life,Mineral Water,31,2024-08-08,2025-02-08,2.62,yes,184,yes,48.5,1.2707,no,48.5,1.2707
SuperValue,69.19772690183635,41.32140561784868,Bakery Products,Pioner,Wheat Flour,89,2024-09-03,2025-02-11,4.04,yes,161,yes,49.7,2.00788,no,49.7,2.00788
GoldenCart,69.32090883950907,41.30291096443378,Sweets,Ferrero,Cakes,49,2024-07-24,2025-07-13,8.03,yes,354,no,0.0,0.0,yes,0.0,0.0
PrimePick,69.13660847139255,41.30407860941529,Meat Products,Perdue,Hot Dogs,32,2024-10-21,2024-12-13,20.77,yes,53,yes,50.0,10.385,no,50.0,10.385
FreshFoods,69.39870894837378,41.37305742846103,Meat Products,Perdue,Hot Dogs,52,2024-05-27,2024-07-18,7.65,no,52,yes,50.0,3.825,no,50.0,3.825
MegaMarket,69.29025217136663,41.34002759963224,Dairy Products,Campina,Cheese,43,2025-01-27,2025-03-14,6.15,no,46,yes,36.0,2.214,no,36.0,2.214
EcoGrocer,69.34169690869453,41.29266565386579,Bakery Products,Pioner,Buns,39,2024-07-20,2024-09-28,1.37,no,70,yes,50.0,0.685,no,50.0,0.685
SuperValue,69.36853553200808,41.21937252026409,Beverages,Coca-Cola,Coffee,53,2025-02-07,2026-01-18,4.98,yes,345,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.12571901674595,41.39020380602283,Dairy Products,Danone,Cream,10,2024-07-04,2024-09-25,7.59,yes,83,yes,50.0,3.795,no,50.0,3.795
SuperValue,69.14665192740907,41.225427575332695,Dairy Products,President,Cheese,10,2024-08-29,2024-10-20,4.77,no,52,yes,50.0,2.385,no,50.0,2.385
GoldenCart,69.35076966642826,41.29933644120438,Meat Products,Perdue,Poultry,91,2024-08-17,2024-08-29,15.46,yes,12,yes,50.0,7.73,no,50.0,7.73
TastyBite,69.24272924461631,41.20497238439452,Bakery Products,Barilla,Pasta,85,2024-12-11,2025-05-05,3.67,yes,145,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.2076777876981,41.38247799034339,Beverages,Nescafé,Coffee,68,2024-08-24,2025-08-18,8.52,no,359,yes,17.2,1.46544,no,0.0,0.0
TastyBite,69.10956393420479,41.23789060905936,Dairy Products,Parmalat,Yogurt,6,2024-07-21,2024-08-14,7.36,no,24,yes,50.0,3.68,no,50.0,3.68
SuperValue,69.36788424127434,41.33377097226736,Beverages,Coca-Cola,Carbonated Drinks,27,2024-06-08,2024-12-22,3.91,yes,197,yes,50.0,1.955,no,50.0,1.955
MarketMax,69.20910407141577,41.27817555573314,Bakery Products,Pioner,Buns,62,2024-12-23,2025-04-08,1.95,no,106,no,0.0,0.0,no,0.0,0.0
GoldenCart,69.3437462918747,41.30256158985863,Beverages,Lipton,Mineral Water,93,2024-07-21,2025-06-19,1.09,no,333,yes,21.4,0.23326,no,21.4,0.23326
FoodWorld,69.35547479496348,41.26482249820942,Meat Products,Perdue,Beef,96,2024-03-22,2024-04-24,8.64,yes,33,yes,50.0,4.32,no,50.0,4.32
EcoGrocer,69.35857590917547,41.260392894371755,Meat Products,Perdue,Lamb,44,2024-10-22,2024-11-09,8.86,yes,18,yes,50.0,4.43,no,50.0,4.43
FoodWorld,69.15720071241387,41.229399404176654,Dairy Products,Nestlé,Kefir,43,2024-07-06,2024-09-01,6.25,no,57,yes,50.0,3.125,no,50.0,3.125
FoodWorld,69.32752601384068,41.34421887303657,Beverages,Pepsi,Carbonated Drinks,22,2024-12-25,2026-06-10,12.42,no,532,yes,13.0,1.6146,no,0.0,0.0
MegaMarket,69.18286265770318,41.327562978424375,Meat Products,Tyson,Smoked Meat,20,2024-09-04,2024-10-02,11.76,no,28,yes,50.0,5.88,no,50.0,5.88
TastyBite,69.31968995299749,41.3132477124824,Bakery Products,Yashkino,Biscuits,59,2025-02-14,2025-03-02,3.05,yes,16,yes,46.0,1.403,no,46.0,1.403
FoodWorld,69.26818494918014,41.32792041751161,Dairy Products,Parmalat,Butter,75,2024-10-20,2024-12-09,5.2,yes,50,yes,50.0,2.6,no,50.0,2.6
EcoGrocer,69.22465496338043,41.33676936609083,Meat Products,Perdue,Hot Dogs,2,2024-08-18,2024-09-11,15.3,no,24,yes,50.0,7.65,no,50.0,7.65
PrimePick,69.1138986228145,41.241753134397534,Bakery Products,Makfa,Pasta,92,2024-06-18,2024-12-01,6.94,no,166,yes,50.0,3.47,no,50.0,3.47
SuperValue,69.34101099765657,41.38001579292702,Meat Products,Cherkizovo,Sausage,89,2024-10-29,2024-11-06,5.21,no,8,yes,50.0,2.605,no,50.0,2.605
SuperValue,69.18446187179049,41.24763054019345,Meat Products,Cherkizovo,Hot Dogs,87,2024-08-08,2024-08-25,13.43,yes,17,yes,50.0,6.715,no,50.0,6.715
MarketMax,69.21537411956211,41.302733182636956,Meat Products,Oscar Mayer,Beef,11,2024-05-23,2024-07-14,5.94,no,52,yes,50.0,2.97,no,50.0,2.97
EcoGrocer,69.38700972706135,41.320474444767775,Dairy Products,Danone,Cream,65,2024-11-29,2024-12-24,8.94,yes,25,yes,50.0,4.47,no,50.0,4.47
TastyBite,69.29002595438897,41.33656022539588,Sweets,Roshen,Chocolate,42,2024-12-24,2025-05-01,2.38,yes,128,no,0.0,0.0,yes,0.0,0.0
FreshFoods,69.13629152371166,41.36077987043339,Beverages,Nestlé Pure Life,Carbonated Drinks,42,2024-10-11,2026-07-22,1.3,yes,649,yes,11.3,0.1469,yes,0.0,0.0
FoodWorld,69.20269018176619,41.27428149785333,Beverages,Coca-Cola,Juices,49,2024-09-22,2026-06-05,10.24,yes,621,no,0.0,0.0,yes,0.0,0.0
NutriMart,69.21314475205254,41.39533428051212,Beverages,Nestlé Pure Life,Coffee,44,2025-01-26,2026-08-08,14.67,yes,559,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.25930613183016,41.35931067775646,Beverages,Pepsi,Coffee,91,2025-02-05,2025-10-27,7.2,yes,264,no,0.0,0.0,yes,0.0,0.0
GoldenCart,69.19731697130008,41.288982490058615,Meat Products,Tyson,Hot Dogs,29,2025-02-01,2025-03-02,23.84,yes,29,yes,48.8,11.63392,no,48.8,11.63392
SuperValue,69.38915765694387,41.32265407629941,Meat Products,Oscar Mayer,Beef,59,2024-12-15,2025-02-01,24.53,yes,48,yes,50.0,12.265,no,50.0,12.265
FreshFoods,69.20741188008078,41.38502700861254,Dairy Products,Amul,Cream,91,2024-06-21,2024-07-16,4.39,no,25,yes,50.0,2.195,no,50.0,2.195
FoodWorld,69.1729854463092,41.29241968076522,Bakery Products,Barilla,Pasta,6,2024-05-27,2024-10-02,5.41,no,128,yes,50.0,2.705,no,50.0,2.705
PrimePick,69.30583222966452,41.33966233958056,Sweets,Ferrero,Cakes,8,2024-06-23,2025-03-25,8.83,yes,275,no,0.0,0.0,yes,0.0,0.0
FreshFoods,69.30685091541044,41.38237827890349,Meat Products,Hormel,Beef,95,2024-06-15,2024-07-29,9.01,no,44,yes,50.0,4.505,no,50.0,4.505
EcoGrocer,69.16800687124277,41.33409616770636,Dairy Products,Amul,Kefir,12,2024-06-17,2024-07-12,8.58,no,25,yes,50.0,4.29,no,50.0,4.29
GoldenCart,69.22786164449776,41.32199515478893,Meat Products,Perdue,Hot Dogs,41,2025-01-11,2025-02-23,6.22,yes,43,yes,48.0,2.9856,no,48.0,2.9856
FoodWorld,69.12059705286114,41.3228276409882,Bakery Products,Makfa,Pasta,42,2024-08-20,2024-12-09,1.06,yes,111,yes,50.0,0.53,no,50.0,0.53
NutriMart,69.33201384533426,41.36607051590873,Dairy Products,Danone,Butter,39,2024-07-16,2024-09-01,8.41,no,47,yes,50.0,4.205,no,50.0,4.205
