store_name,location_long,location_lat,product_group,product_brand,product_name,sales_volume,date_of_manufacture,date_of_expiry,product_price,status
GoldenCart,-0.10598809606896986,51.539162844756035,Meat Products,Perdue,Sausage,16,2024-05-11,2024-05-24,6.02,no
NutriMart,-99.152532657843,19.4298656468989,Beverages,Nestlé Pure Life,Juices,87,2024-09-14,2026-05-15,5.78,yes
NutriMart,-99.1680299315822,19.46162488593453,Beverages,Nescafé,Carbonated Drinks,38,2024-12-03,2026-05-12,4.76,no
MegaMarket,-73.99800299902974,40.73862117706777,Sweets,Roshen,Cakes,88,2024-09-29,2025-09-24,10.58,no
MegaMarket,-74.01810439002249,40.74708509789249,Sweets,Roshen,Candies,84,2024-10-13,2025-02-14,4.18,yes
MarketMax,2.3498357825352025,48.88477877646376,Sweets,Nestlé,Ice Cream,59,2024-10-29,2025-08-06,6.68,no
EcoGrocer,-95.33049198859824,29.767350307313354,Beverages,Pepsi,Tea,29,2024-11-28,2026-09-18,9.25,no
FoodWorld,37.645832455925195,55.712775908331636,Dairy Products,President,Butter,31,2024-09-18,2024-10-17,3.04,yes
SuperValue,-87.60050262206161,41.84684313478223,Beverages,Nescafé,Carbonated Drinks,37,2024-06-30,2025-06-12,4.25,yes
EcoGrocer,-95.4054902471068,29.71558857448384,Sweets,Roshen,Candies,33,2024-08-09,2025-05-20,2.23,yes
MegaMarket,-73.96080672199454,40.74625184687388,Beverages,Nescafé,Juices,91,2024-07-13,2025-01-11,6.58,yes
SuperValue,-87.63603539720648,41.84717291884797,Beverages,Nestlé Pure Life,Carbonated Drinks,77,2024-08-22,2025-05-21,2.91,yes
FoodWorld,37.572156015021356,55.77734024529058,Beverages,Nestlé Pure Life,Juices,68,2024-12-28,2026-06-05,5.02,yes
GoldenCart,-0.16615520896177996,51.481940893067886,Sweets,Roshen,Chocolate,33,2024-06-12,2025-03-14,5.5,yes
SuperValue,-87.67915386082234,41.88104072836799,Bakery Products,Pioner,Biscuits,98,2024-08-20,2024-09-29,3.56,no
FoodWorld,37.66439277521908,55.76151308200035,Beverages,Nescafé,Coffee,82,2024-11-02,2026-06-11,1.38,yes
EcoGrocer,-95.32470446304525,29.782610671447287,Bakery Products,Barilla,Pasta,10,2024-11-20,2024-12-05,7.31,yes
GoldenCart,-0.08135419336653822,51.51341826563573,Bakery Products,Yashkino,Noodles,85,2024-05-25,2024-10-17,6.68,yes
FoodWorld,37.65585479919865,55.721747956532006,Beverages,Pepsi,Mineral Water,33,2024-06-07,2025-10-17,8.94,no
SuperValue,-87.66848997136213,41.88572772546518,Sweets,Nestlé,Cakes,39,2024-05-16,2025-03-20,2.08,yes
SuperValue,-87.62914415891272,41.8822901980018,Beverages,Coca-Cola,Mineral Water,42,2024-04-28,2024-12-06,3.5,yes
GoldenCart,-0.1627937007285679,51.525877474212116,Dairy Products,Danone,Cream,21,2024-03-20,2024-04-13,7.79,yes
PrimePick,-112.09684090066938,33.43505740262502,Beverages,Nestlé Pure Life,Coffee,64,2025-01-30,2025-12-16,10.22,yes
MegaMarket,-74.02909398620889,40.749644374156034,Beverages,Pepsi,Tea,41,2025-02-14,2025-08-31,11.92,yes
MarketMax,2.359315229552475,48.87469459453862,Meat Products,Hormel,Lamb,7,2024-07-14,2024-09-05,12.96,yes
GoldenCart,-0.12351470846831471,51.48663546488206,Bakery Products,Makfa,Wheat Flour,74,2024-09-25,2025-02-08,7.67,yes
EcoGrocer,-95.39818326141395,29.779279448291206,Sweets,Mars,Ice Cream,7,2024-05-03,2024-12-11,5.36,no
SuperValue,-87.63966640715195,41.851011999474906,Dairy Products,Parmalat,Cream,85,2024-12-16,2025-02-11,6.0,yes
FoodWorld,37.60379825829587,55.70649673217509,Dairy Products,Amul,Cheese,64,2025-01-24,2025-04-09,7.35,yes
SuperValue,-87.62265427173176,41.86313975575687,Dairy Products,Nestlé,Butter,72,2024-06-06,2024-08-29,7.79,yes
EcoGrocer,-95.40486053986434,29.733084471089416,Sweets,Nestlé,Chocolate,35,2025-01-07,2025-07-17,9.54,yes
TastyBite,139.69124911895926,35.64235253358587,Meat Products,Cherkizovo,Smoked Meat,48,2024-08-31,2024-10-28,7.5,yes
EcoGrocer,-95.35520755551782,29.790607228365808,Dairy Products,Parmalat,Cottage Cheese,22,2024-03-28,2024-06-09,4.67,no
PrimePick,-112.11293005848309,33.467999115743645,Meat Products,Oscar Mayer,Poultry,72,2024-11-13,2025-01-11,9.76,yes
MarketMax,2.362329012971914,48.81962860479491,Sweets,Roshen,Candies,89,2024-04-23,2024-10-21,5.0,yes
FoodWorld,37.59086344369033,55.77856172447915,Beverages,Lipton,Tea,22,2024-07-29,2025-11-25,3.68,yes
GoldenCart,-0.11553640997951051,51.54339279471062,Beverages,Nescafé,Tea,22,2025-01-22,2026-08-10,6.07,yes
MarketMax,2.387340960147519,48.881868333934996,Bakery Products,Yashkino,Buns,83,2024-04-10,2024-05-27,5.29,yes
EcoGrocer,-95.36640590466315,29.737421063810658,Dairy Products,Campina,Kefir,17,2024-08-16,2024-10-29,6.65,yes
MegaMarket,-73.9839005013035,40.725448421548734,Sweets,Milka,Chocolate,77,2024-04-21,2025-02-19,8.99,yes
FoodWorld,37.59609838710947,55.74731996607143,Bakery Products,Pioner,Biscuits,89,2024-05-28,2024-07-06,3.56,yes
MegaMarket,-73.97781098789007,40.684882376787506,Bakery Products,Barilla,Noodles,98,2024-05-01,2024-07-15,7.46,yes
MegaMarket,-73.98812300886803,40.75403708091695,Bakery Products,Pioner,Pasta,14,2024-05-16,2024-09-17,2.29,yes
PrimePick,-112.09813753383507,33.489544266773635,Meat Products,Perdue,Hot Dogs,2,2024-03-24,2024-05-10,6.32,yes
NutriMart,-99.16145723515534,19.46231851991324,Meat Products,Cherkizovo,Hot Dogs,95,2024-08-05,2024-09-09,21.02,yes
NutriMart,-99.15896428962196,19.436470399771164,Meat Products,Cherkizovo,Sausage,88,2024-10-17,2024-12-07,14.63,yes
FreshFoods,-118.26878036876988,34.10049381134578,Sweets,Mars,Candies,22,2024-10-25,2025-04-16,9.42,yes
EcoGrocer,-95.41874022267855,29.750668404278493,Bakery Products,Makfa,Noodles,73,2024-03-27,2024-08-28,1.27,no
MegaMarket,-73.97175731303298,40.70603239572392,Beverages,Coca-Cola,Juices,39,2024-06-01,2026-03-05,8.05,yes
GoldenCart,-0.11193412799064784,51.48920988897368,Dairy Products,Campina,Kefir,23,2025-02-10,2025-03-27,3.0,yes
NutriMart,-99.11266705389774,19.3969608255119,Dairy Products,Campina,Cheese,57,2024-09-21,2024-11-08,9.57,yes
EcoGrocer,-95.3966802332253,29.74097770204243,Sweets,Nestlé,Halva,3,2024-08-07,2025-04-17,10.54,no
NutriMart,-99.10408154853036,19.469112642490288,Meat Products,Oscar Mayer,Hot Dogs,61,2024-12-29,2025-02-18,9.45,yes
EcoGrocer,-95.33720045881947,29.793123548112916,Dairy Products,Danone,Yogurt,3,2024-11-20,2025-01-02,4.22,yes
EcoGrocer,-95.3212239726737,29.71544736243247,Beverages,Nestlé Pure Life,Mineral Water,23,2024-06-05,2025-09-28,11.61,no
MegaMarket,-74.00212663360364,40.72615410369192,Bakery Products,Pioner,Pasta,8,2024-07-20,2024-09-23,3.43,yes
FreshFoods,-118.28114865041336,34.04217611258045,Bakery Products,Ozon,Wheat Flour,4,2024-11-23,2024-12-22,3.56,yes
TastyBite,139.60571389867957,35.712119946058586,Sweets,Milka,Jam,90,2024-04-14,2024-11-29,3.52,no
PrimePick,-112.08467297361378,33.49303033180005,Dairy Products,Nestlé,Cottage Cheese,80,2024-06-07,2024-08-07,8.5,no
SuperValue,-87.62873082395137,41.86017419010444,Dairy Products,President,Butter,67,2024-04-26,2024-07-24,2.73,yes
GoldenCart,-0.14287034769989787,51.54774186603227,Bakery Products,Ozon,Noodles,33,2024-04-23,2024-10-04,5.99,yes
GoldenCart,-0.09196784915592486,51.526600652463145,Meat Products,Hormel,Sausage,16,2024-10-05,2024-11-08,20.95,yes
TastyBite,139.61344609272825,35.68938036142707,Meat Products,Perdue,Lamb,3,2024-10-25,2024-11-08,19.9,yes
FreshFoods,-118.20643917664853,34.06933510056556,Meat Products,Perdue,Lamb,41,2024-05-25,2024-06-01,22.48,yes
MarketMax,2.333466085089397,48.90055477702704,Meat Products,Oscar Mayer,Beef,41,2025-01-23,2025-03-06,18.19,yes
GoldenCart,-0.13579730897274134,51.524164462480044,Beverages,Lipton,Mineral Water,40,2024-06-24,2025-07-29,10.7,yes
TastyBite,139.67684618814053,35.63040328508702,Dairy Products,Nestlé,Milk,11,2024-08-11,2024-10-17,7.86,no
EcoGrocer,-95.37124078148078,29.770389571682216,Sweets,Roshen,Halva,72,2024-05-08,2025-05-08,7.94,yes
MarketMax,2.34078737344911,48.87224436265422,Bakery Products,Yashkino,Noodles,15,2024-10-13,2025-02-27,4.31,yes
GoldenCart,-0.09606997869830466,51.46625949844676,Meat Products,Perdue,Hot Dogs,6,2024-09-14,2024-10-31,5.7,yes
GoldenCart,-0.10192545937537824,51.556726098263454,Sweets,Ferrero,Ice Cream,62,2024-06-17,2025-06-10,2.34,yes
SuperValue,-87.6641407006382,41.89955356572291,Dairy Products,Campina,Cream,71,2024-05-15,2024-07-05,5.58,yes
FoodWorld,37.60929749624932,55.72687783358671,Dairy Products,President,Cottage Cheese,29,2024-04-02,2024-06-23,3.78,no
NutriMart,-99.09476920602886,19.426944460183606,Sweets,Roshen,Jam,73,2024-09-25,2025-02-14,8.42,yes
PrimePick,-112.10355804511036,33.45915648706304,Beverages,Coca-Cola,Juices,50,2024-11-20,2026-02-12,8.9,no
MarketMax,2.3745217751218797,48.85928551969163,Beverages,Nestlé Pure Life,Mineral Water,72,2024-09-07,2026-07-22,13.51,yes
PrimePick,-112.11945661855407,33.43383234201603,Sweets,Milka,Ice Cream,27,2024-08-21,2025-03-26,11.26,yes
MegaMarket,-73.9904178889402,40.754410502172874,Bakery Products,Yashkino,Pasta,3,2024-04-04,2024-05-15,3.45,no
GoldenCart,-0.10195782601311268,51.50025222391134,Bakery Products,Makfa,Biscuits,91,2024-11-18,2025-03-28,6.56,yes
EcoGrocer,-95.37028709386027,29.72034216604421,Sweets,Nestlé,Chocolate,76,2024-06-09,2025-04-07,3.08,yes
FoodWorld,37.56856152400085,55.77312976969607,Dairy Products,Danone,Kefir,86,2024-04-17,2024-05-18,9.63,no
PrimePick,-112.12162249167399,33.43210152512286,Dairy Products,Parmalat,Kefir,76,2024-04-04,2024-06-21,9.95,no
NutriMart,-99.12814385134956,19.441214916293625,Bakery Products,Yashkino,Biscuits,52,2025-02-05,2025-06-09,2.66,yes
SuperValue,-87.6700603280606,41.85908563654535,Bakery Products,Barilla,Pasta,99,2024-08-10,2024-10-19,4.68,no
MegaMarket,-73.99797368913929,40.66554970384681,Meat Products,Oscar Mayer,Poultry,21,2025-01-27,2025-02-22,17.37,yes
MegaMarket,-73.95863417533496,40.711971860286326,Meat Products,Tyson,Sausage,73,2025-01-02,2025-02-19,13.26,no
MarketMax,2.3174603920638446,48.88205948355458,Sweets,Nestlé,Jam,25,2024-09-18,2025-02-06,7.22,no
SuperValue,-87.66427971086775,41.84262721307935,Meat Products,Perdue,Beef,1,2024-06-11,2024-06-26,10.0,yes
PrimePick,-112.08577583579454,33.40229529643378,Beverages,Lipton,Mineral Water,24,2024-09-19,2025-06-06,10.23,yes
MegaMarket,-74.04577110168113,40.74540657657862,Sweets,Ferrero,Halva,2,2024-09-07,2025-01-10,6.13,yes
TastyBite,139.68528007221497,35.70630381021705,Bakery Products,Yashkino,Pasta,63,2024-12-13,2025-05-10,3.06,yes
NutriMart,-99.12751261838852,19.385964547031897,Bakery Products,Pioner,Wheat Flour,42,2024-05-29,2024-10-04,3.74,yes
TastyBite,139.68585091981424,35.70723135810198,Meat Products,Hormel,Poultry,20,2024-03-26,2024-04-11,8.2,no
TastyBite,139.65396911109104,35.64111752658118,Beverages,Pepsi,Mineral Water,32,2024-11-10,2026-01-04,7.47,yes
MegaMarket,-74.0486326611358,40.685436376278865,Dairy Products,Amul,Milk,90,2024-06-05,2024-08-06,7.43,yes
FreshFoods,-118.21490137280112,34.09420866838065,Sweets,Ferrero,Jam,74,2024-10-14,2025-01-15,5.83,yes
FoodWorld,37.646095613417415,55.79886793718227,Sweets,Roshen,Jam,16,2024-05-10,2024-10-11,9.34,no
MarketMax,2.3698541481906528,48.90224130802287,Bakery Products,Ozon,Buns,63,2024-10-14,2025-03-13,4.87,no
PrimePick,-112.11947335191037,33.404739053786415,Meat Products,Tyson,Poultry,12,2024-06-28,2024-08-22,6.4,yes
TastyBite,139.6315050469292,35.68954880896179,Meat Products,Tyson,Smoked Meat,91,2024-07-15,2024-08-01,11.3,yes
NutriMart,-99.15222822679891,19.4494516464548,Beverages,Coca-Cola,Coffee,47,2024-10-17,2025-04-16,9.02,yes
MegaMarket,-73.96572650618376,40.743467215585206,Beverages,Coca-Cola,Juices,85,2024-12-01,2026-09-11,8.37,yes
EcoGrocer,-95.33886757816133,29.720856646429507,Meat Products,Perdue,Poultry,41,2024-11-16,2024-12-01,23.93,yes
GoldenCart,-0.1305603480222497,51.523539236075216,Meat Products,Tyson,Sausage,93,2024-08-03,2024-08-11,9.45,no
FoodWorld,37.629123688169855,55.732352464260366,Sweets,Roshen,Halva,58,2024-03-20,2024-10-13,4.47,yes
EcoGrocer,-95.32283295031273,29.7497184414117,Sweets,Milka,Chocolate,24,2025-02-04,2025-11-28,11.63,yes
MarketMax,2.3189829680641196,48.80829213803422,Beverages,Nestlé Pure Life,Carbonated Drinks,9,2025-02-12,2025-09-26,5.87,no
MarketMax,2.370744509885099,48.8307435886082,Dairy Products,Nestlé,Milk,69,2025-01-21,2025-03-27,7.15,yes
FreshFoods,-118.27111405934382,34.018774361415296,Dairy Products,President,Kefir,3,2024-04-19,2024-06-07,5.53,no
MarketMax,2.3322313620841606,48.852987914269754,Sweets,Nestlé,Jam,82,2025-01-11,2026-01-01,7.91,yes
TastyBite,139.60151170498295,35.63313363805659,Bakery Products,Pioner,Wheat Flour,4,2024-04-15,2024-08-16,6.59,yes
FreshFoods,-118.19873158200103,34.046651578323754,Bakery Products,Pioner,Bread,74,2024-08-24,2025-01-30,2.38,yes
MegaMarket,-74.04567365837794,40.70721512117372,Dairy Products,President,Milk,74,2024-10-21,2024-11-10,9.94,yes
MegaMarket,-74.04671744436916,40.67982212014937,Meat Products,Hormel,Beef,46,2024-09-06,2024-10-20,13.46,yes
EcoGrocer,-95.35360205518083,29.733729351593244,Meat Products,Cherkizovo,Smoked Meat,53,2024-09-10,2024-10-10,23.8,yes
FreshFoods,-118.22572939776592,34.050204492205495,Bakery Products,Makfa,Bread,32,2024-03-19,2024-04-09,3.18,yes
NutriMart,-99.14472731878571,19.440960703423702,Beverages,Nestlé Pure Life,Carbonated Drinks,93,2024-10-02,2025-07-23,14.4,yes
FoodWorld,37.66674496114137,55.72933580378277,Bakery Products,Yashkino,Bread,98,2024-10-23,2024-12-08,2.91,yes
SuperValue,-87.66019238766374,41.92100944555272,Sweets,Milka,Halva,49,2024-09-03,2025-04-05,10.36,yes
FoodWorld,37.60610202885971,55.77168530749982,Beverages,Coca-Cola,Juices,90,2024-04-28,2025-06-29,4.83,yes
FreshFoods,-118.24553949476673,34.09165462388181,Sweets,Nestlé,Ice Cream,5,2024-10-25,2025-01-26,5.65,yes
FreshFoods,-118.27080044993106,34.04996909490877,Meat Products,Perdue,Hot Dogs,17,2024-05-18,2024-07-09,7.43,yes
MegaMarket,-73.9748533018623,40.702120147557174,Sweets,Roshen,Candies,48,2024-07-31,2025-05-18,5.02,yes
NutriMart,-99.12360298801075,19.436111477033766,Dairy Products,Nestlé,Kefir,85,2025-02-03,2025-03-30,4.88,yes
EcoGrocer,-95.39606629676629,29.770329977891855,Bakery Products,Pioner,Buns,13,2024-12-20,2025-04-07,3.78,no
SuperValue,-87.66718568156635,41.864311586238564,Dairy Products,Parmalat,Milk,80,2024-06-15,2024-08-17,9.88,yes
FreshFoods,-118.21407276788129,34.08057716263415,Dairy Products,Campina,Butter,96,2024-04-16,2024-05-10,8.54,yes
MarketMax,2.3607419822183795,48.813641319345,Bakery Products,Yashkino,Bread,33,2025-02-01,2025-07-18,4.6,yes
FreshFoods,-118.29357926777685,34.08774157110377,Sweets,Roshen,Candies,84,2024-06-25,2025-06-21,10.54,yes
MarketMax,2.364649348011042,48.88982080714476,Sweets,Nestlé,Ice Cream,17,2024-06-27,2025-01-14,2.74,yes
PrimePick,-112.07462097707669,33.451322530565314,Beverages,Pepsi,Tea,47,2024-08-28,2026-04-29,1.98,yes
FreshFoods,-118.2406693708815,34.07941000834652,Bakery Products,Makfa,Wheat Flour,53,2024-07-06,2024-08-02,4.68,no
PrimePick,-112.08555935148661,33.410556425029554,Bakery Products,Barilla,Pasta,25,2024-10-16,2024-12-29,6.35,yes
MarketMax,2.344556056352513,48.86735506973172,Bakery Products,Ozon,Buns,79,2025-01-15,2025-02-07,3.9,yes
PrimePick,-112.09961817903269,33.3998950534974,Bakery Products,Yashkino,Buns,9,2025-01-05,2025-03-11,5.61,no
SuperValue,-87.62643396764608,41.90693939661064,Beverages,Lipton,Mineral Water,23,2024-09-29,2025-11-29,7.46,yes
NutriMart,-99.09863403874333,19.43936704669064,Bakery Products,Makfa,Bread,24,2025-01-27,2025-05-20,6.33,yes
TastyBite,139.69644340159914,35.65404211170682,Beverages,Nescafé,Tea,65,2024-05-15,2025-03-09,2.04,no
EcoGrocer,-95.37719143173582,29.732478644518803,Dairy Products,Amul,Cream,67,2024-03-31,2024-05-25,6.5,yes
GoldenCart,-0.14302799909574376,51.489126402567685,Dairy Products,Campina,Cheese,90,2024-06-12,2024-08-26,6.25,no
MegaMarket,-74.02036692358767,40.679973043580574,Dairy Products,Campina,Yogurt,3,2024-08-02,2024-10-04,9.63,yes
FreshFoods,-118.20506755293275,34.043445630516544,Beverages,Lipton,Mineral Water,28,2024-06-01,2025-06-10,5.54,yes
TastyBite,139.61782090947514,35.705830403970715,Meat Products,Hormel,Smoked Meat,80,2025-01-14,2025-02-26,24.03,yes
EcoGrocer,-95.32278286608089,29.78254839268876,Sweets,Ferrero,Halva,46,2024-11-24,2025-08-02,9.64,yes
SuperValue,-87.63465609973265,41.85358558840142,Dairy Products,Nestlé,Milk,62,2024-07-07,2024-09-09,9.71,yes
EcoGrocer,-95.37723034768968,29.781448400199196,Meat Products,Perdue,Smoked Meat,60,2024-10-25,2024-11-07,7.07,yes
TastyBite,139.6853162313583,35.65536636446885,Bakery Products,Makfa,Wheat Flour,2,2024-12-22,2025-01-08,3.53,no
MegaMarket,-74.00518365128382,40.73711154098193,Bakery Products,Yashkino,Pasta,81,2024-07-26,2025-01-12,4.91,yes
EcoGrocer,-95.3359439531561,29.80655485884928,Bakery Products,Barilla,Wheat Flour,61,2024-12-11,2025-05-01,2.42,yes
FoodWorld,37.609975917581906,55.72875277395566,Meat Products,Hormel,Hot Dogs,45,2024-06-03,2024-06-21,5.05,yes
FreshFoods,-118.20920461946241,34.06391827275245,Sweets,Milka,Candies,70,2024-11-14,2025-06-21,10.3,yes
SuperValue,-87.60998129286924,41.8771056727924,Bakery Products,Pioner,Bread,9,2024-06-07,2024-11-20,6.12,yes
GoldenCart,-0.10686254528501318,51.466537440982776,Dairy Products,Parmalat,Milk,5,2024-12-06,2025-01-03,6.95,yes
PrimePick,-112.11111786834205,33.46940052917667,Bakery Products,Makfa,Buns,7,2024-03-25,2024-05-24,3.93,no
SuperValue,-87.64757612042555,41.84100019246983,Bakery Products,Yashkino,Pasta,1,2024-06-24,2024-12-19,2.9,yes
PrimePick,-112.07831033646248,33.41814913850111,Bakery Products,Yashkino,Wheat Flour,56,2025-01-06,2025-02-18,6.95,yes
NutriMart,-99.14164571537565,19.393785721957087,Beverages,Pepsi,Mineral Water,55,2024-10-23,2026-05-20,12.71,yes
PrimePick,-112.10336586897215,33.399324974120205,Dairy Products,Parmalat,Kefir,36,2024-07-26,2024-08-17,9.54,yes
MarketMax,2.3602284859719185,48.84569637128107,Dairy Products,Nestlé,Cream,70,2024-08-13,2024-10-03,8.31,yes
MegaMarket,-73.983113181609,40.67278523781389,Dairy Products,President,Cheese,39,2024-05-31,2024-08-27,9.56,no
SuperValue,-87.6211651465404,41.87967243311673,Meat Products,Tyson,Beef,46,2024-03-22,2024-04-18,21.36,yes
MarketMax,2.4000224886246615,48.86812738524463,Beverages,Coca-Cola,Carbonated Drinks,16,2024-09-03,2025-08-15,10.92,yes
EcoGrocer,-95.40648408791671,29.78003141349155,Sweets,Mars,Cakes,65,2024-12-24,2025-06-30,11.84,yes
PrimePick,-112.03187661278918,33.4219011647268,Dairy Products,Campina,Butter,92,2024-08-22,2024-11-07,9.96,yes
GoldenCart,-0.11016378193015063,51.53201520274755,Sweets,Milka,Chocolate,99,2024-05-12,2024-09-23,3.16,yes
SuperValue,-87.64786587017585,41.90980713508474,Beverages,Pepsi,Tea,58,2024-12-22,2025-12-18,6.63,yes
FoodWorld,37.626056106360764,55.733436037417896,Bakery Products,Barilla,Bread,46,2024-12-17,2025-05-02,1.05,no
FoodWorld,37.62165685920102,55.717573290363525,Dairy Products,Parmalat,Butter,17,2024-06-18,2024-07-30,4.94,no
PrimePick,-112.08755346173326,33.4644750878832,Bakery Products,Barilla,Bread,95,2024-09-15,2025-02-13,3.85,yes
FoodWorld,37.66555544271811,55.765758436792545,Dairy Products,Nestlé,Cream,25,2024-11-03,2025-01-31,8.38,yes
PrimePick,-112.0772264110359,33.47425961247337,Bakery Products,Pioner,Bread,42,2024-05-11,2024-06-09,7.98,yes
NutriMart,-99.09831317613971,19.480490598991665,Sweets,Roshen,Ice Cream,5,2024-05-13,2025-02-05,8.59,no
SuperValue,-87.65928939785256,41.83972857098624,Beverages,Nescafé,Coffee,100,2024-09-27,2025-05-27,1.11,yes
PrimePick,-112.05592412797486,33.44425063936757,Dairy Products,Danone,Cream,65,2025-02-07,2025-05-05,9.1,yes
EcoGrocer,-95.32096106873699,29.71110324665819,Beverages,Nestlé Pure Life,Tea,14,2024-05-17,2025-07-23,11.23,yes
FoodWorld,37.65333000331345,55.763531609704984,Sweets,Ferrero,Ice Cream,14,2025-02-06,2025-10-22,8.96,no
EcoGrocer,-95.35212410364915,29.731524367058928,Sweets,Roshen,Jam,46,2024-06-01,2025-05-19,5.65,yes
TastyBite,139.6515101802204,35.712278028093856,Sweets,Mars,Halva,99,2024-07-29,2025-02-24,11.69,yes
EcoGrocer,-95.32886322978695,29.715514955240312,Sweets,Mars,Jam,1,2024-11-14,2025-06-13,6.96,yes
NutriMart,-99.09823467799504,19.48062179307619,Meat Products,Hormel,Poultry,60,2025-02-10,2025-03-31,10.05,no
PrimePick,-112.02769892415165,33.409431933017075,Beverages,Lipton,Coffee,22,2024-10-23,2025-09-06,6.4,no
GoldenCart,-0.15457404187789692,51.48588092440828,Beverages,Nestlé Pure Life,Coffee,14,2024-10-05,2025-05-04,14.11,no
EcoGrocer,-95.35457405837208,29.74448825589697,Sweets,Ferrero,Halva,67,2024-09-03,2024-12-29,6.62,yes
NutriMart,-99.14681257321665,19.47921264526039,Meat Products,Perdue,Hot Dogs,97,2024-07-11,2024-08-30,14.94,yes
TastyBite,139.64799513422716,35.63340433620991,Meat Products,Oscar Mayer,Poultry,87,2024-04-07,2024-05-15,21.82,yes
MegaMarket,-73.99078452587878,40.76240786956762,Dairy Products,Campina,Butter,60,2024-11-12,2025-01-14,2.75,no
EcoGrocer,-95.417245939003,29.742030294514887,Dairy Products,President,Cottage Cheese,69,2024-07-08,2024-09-09,6.67,yes
EcoGrocer,-95.36969506652835,29.7819496552822,Meat Products,Tyson,Lamb,25,2024-10-14,2024-11-27,16.76,yes
TastyBite,139.67688275369048,35.65950306610623,Bakery Products,Makfa,Wheat Flour,98,2024-05-28,2024-09-12,3.21,yes
EcoGrocer,-95.35270282434901,29.741756197367874,Meat Products,Tyson,Poultry,80,2024-11-04,2024-11-20,10.25,yes
EcoGrocer,-95.40700410820419,29.724365409970716,Meat Products,Perdue,Sausage,10,2024-08-15,2024-09-18,20.84,yes
MegaMarket,-73.98496388444534,40.72131600560771,Meat Products,Hormel,Poultry,89,2024-11-05,2024-11-14,23.26,yes
MegaMarket,-74.00897364946344,40.70390732683059,Dairy Products,Danone,Cheese,40,2024-08-01,2024-09-30,6.51,no
MarketMax,2.3182117440728645,48.8177157072827,Sweets,Roshen,Candies,85,2025-01-18,2025-06-04,11.57,yes
MegaMarket,-74.02350722674305,40.74707388848251,Beverages,Lipton,Mineral Water,20,2024-06-13,2025-05-12,13.69,yes
EcoGrocer,-95.35656795808492,29.776021524833208,Meat Products,Perdue,Poultry,37,2024-10-19,2024-11-30,18.9,yes
MegaMarket,-74.01890216194859,40.75648099142363,Meat Products,Hormel,Hot Dogs,43,2024-04-14,2024-04-29,24.39,yes
GoldenCart,-0.12782776049195305,51.50027039042012,Beverages,Nescafé,Coffee,87,2024-08-25,2025-09-30,4.25,yes
MarketMax,2.321368617260872,48.892382570381585,Sweets,Mars,Cakes,87,2024-10-15,2025-01-31,2.29,yes
EcoGrocer,-95.38209703372652,29.750430739132735,Bakery Products,Pioner,Noodles,3,2024-06-21,2024-08-14,2.05,yes
GoldenCart,-0.11014654141711908,51.55228975579825,Beverages,Coca-Cola,Tea,99,2025-01-23,2025-08-29,7.04,no
FoodWorld,37.63943021149273,55.70817569877333,Meat Products,Tyson,Lamb,5,2024-04-16,2024-05-06,16.68,yes
PrimePick,-112.07829041949181,33.45956014050928,Sweets,Nestlé,Candies,15,2024-09-30,2025-04-01,9.28,yes
EcoGrocer,-95.34430908073317,29.778986708037312,Bakery Products,Yashkino,Buns,82,2024-04-25,2024-10-01,2.1,no
NutriMart,-99.18295555401288,19.39727059412038,Meat Products,Oscar Mayer,Beef,62,2024-05-01,2024-05-18,8.47,yes
MegaMarket,-74.04340766578581,40.75257155131044,Bakery Products,Yashkino,Pasta,84,2024-11-11,2025-03-11,6.24,yes
MegaMarket,-73.99395574712779,40.69435565283155,Meat Products,Perdue,Smoked Meat,70,2024-12-18,2025-01-22,20.79,no
SuperValue,-87.66044843181467,41.834313950663976,Bakery Products,Yashkino,Buns,96,2024-04-01,2024-04-28,7.87,yes
NutriMart,-99.0930463227666,19.43794062836544,Meat Products,Perdue,Smoked Meat,54,2024-09-22,2024-10-31,16.59,yes
PrimePick,-112.12268590545308,33.44750695955779,Sweets,Nestlé,Jam,3,2025-02-13,2025-12-18,10.86,no
FoodWorld,37.630062718094194,55.72136314952282,Meat Products,Oscar Mayer,Poultry,60,2024-07-08,2024-08-12,16.0,yes
FoodWorld,37.657914020478984,55.75528180433173,Meat Products,Tyson,Sausage,1,2025-01-23,2025-02-16,13.33,yes
FoodWorld,37.57258577491194,55.78334361694122,Beverages,Coca-Cola,Carbonated Drinks,79,2024-12-07,2026-10-30,9.49,no
SuperValue,-87.66429367925608,41.88267558803731,Sweets,Mars,Halva,18,2024-12-06,2025-05-20,10.94,yes
FreshFoods,-118.2181110551643,34.072944376364276,Meat Products,Tyson,Sausage,4,2024-03-19,2024-04-16,8.92,yes
TastyBite,139.60362753906747,35.72035061207432,Beverages,Lipton,Coffee,66,2024-03-24,2025-04-14,2.04,no
MarketMax,2.402145694559775,48.84439988907696,Sweets,Milka,Jam,9,2024-05-31,2025-04-24,7.83,yes
FreshFoods,-118.21760305194128,34.09021172835693,Meat Products,Oscar Mayer,Hot Dogs,88,2024-09-19,2024-10-11,24.66,yes
PrimePick,-112.08410904327646,33.40672058402781,Dairy Products,Nestlé,Cottage Cheese,78,2024-05-01,2024-07-25,7.45,yes
TastyBite,139.69339620015504,35.67019920776693,Dairy Products,President,Milk,89,2024-12-07,2025-02-10,5.89,no
