product_direction,product_category,product_brand,product_name,product_price,production_date,expire_date,period_of_duration,brand_availability,discount_percentage,price_after_discount,store_name,location_long,location_lat,product_group,sales_volume,date_of_manufacture,date_of_expiry,status,duration_of_expiry,discount,discount_price,last_status,ultra_discount_percentage,ultra_discount
,,Nestl̩,Chocolate,6.53,,,,,47.2,,TastyBite,69.19080627796332,41.20648069976807,Sweets,66.0,2024-11-02,2025-02-28,yes,118.0,yes,3.0821600000000005,no,47.2,3.0821600000000005
,,Tyson,Sausage,9.36,,,,,50.0,,FoodWorld,69.18171097960736,41.31960353616985,Meat Products,33.0,2024-03-20,2024-05-13,yes,54.0,yes,4.68,no,50.0,4.68
,,Nestl̩,Cheese,3.44,,,,,50.0,,MarketMax,69.13732466273609,41.26050657161388,Dairy Products,5.0,2024-08-12,2024-10-17,yes,66.0,yes,1.72,no,50.0,1.72
,,Lipton,Tea,10.15,,,,,0.0,,MarketMax,69.23623470197593,41.20930853086385,Beverages,11.0,2024-12-20,2025-11-01,yes,316.0,no,0.0,yes,0.0,0.0
,,Makfa,Wheat Flour,4.24,,,,,50.0,,SuperValue,69.31260341234581,41.26210975665073,Bakery Products,97.0,2024-03-30,2024-06-21,no,83.0,yes,2.12,no,50.0,2.12
,,Pioner,Bread,7.56,,,,,50.0,,MarketMax,69.13673929602693,41.33121284465029,Bakery Products,20.0,2024-08-07,2024-10-01,no,55.0,yes,3.78,no,50.0,3.78
,,Mars,Candies,7.94,,,,,50.0,,FreshFoods,69.27694988932831,41.21972950864544,Sweets,27.0,2024-04-22,2024-09-10,yes,141.0,yes,3.97,no,50.0,3.97
,,Pepsi,Coffee,8.05,,,,,40.5,,MegaMarket,69.12604155064663,41.31574059240521,Beverages,28.0,2024-04-16,2025-03-05,yes,323.0,yes,3.2602500000000005,no,40.5,3.2602500000000005
,,Oscar Mayer,Poultry,13.27,,,,,50.0,,NutriMart,69.3145231855131,41.32819234040033,Meat Products,19.0,2024-12-10,2024-12-31,yes,21.0,yes,6.635,no,50.0,6.635
,,Pioner,Noodles,7.59,,,,,50.0,,TastyBite,69.33124540745263,41.29805844747728,Bakery Products,64.0,2024-04-12,2024-07-16,yes,95.0,yes,3.795,no,50.0,3.795
,,Ozon,Biscuits,2.69,,,,,0.0,,TastyBite,69.35766959358112,41.335160524003584,Bakery Products,24.0,2024-12-19,2025-04-26,yes,128.0,no,0.0,yes,0.0,0.0
,,Nestl̩,Ice Cream,5.88,,,,,0.0,,SuperValue,69.12585872617676,41.336656894321976,Sweets,72.0,2024-12-15,2025-05-22,yes,158.0,no,0.0,yes,0.0,0.0
,,Tyson,Hot Dogs,10.37,,,,,50.0,,GoldenCart,69.35166161914456,41.214832147910585,Meat Products,93.0,2024-06-24,2024-07-04,yes,10.0,yes,5.185,no,50.0,5.185
,,Roshen,Candies,5.03,,,,,0.0,,NutriMart,69.178635940906,41.39335804063375,Sweets,62.0,2024-07-03,2025-03-20,no,260.0,no,0.0,no,0.0,0.0
,,Campina,Butter,5.17,,,,,50.0,,EcoGrocer,69.10350647185453,41.38315523907768,Dairy Products,62.0,2024-07-21,2024-08-30,yes,40.0,yes,2.585,no,50.0,2.585
,,Milka,Cakes,10.83,,,,,0.0,,GoldenCart,69.35569828265704,41.24578987012989,Sweets,34.0,2024-09-19,2025-09-06,yes,352.0,no,0.0,yes,0.0,0.0
,,Ozon,Bread,7.05,,,,,50.0,,FoodWorld,69.14695549845176,41.274119028559134,Bakery Products,53.0,2024-04-11,2024-09-09,no,151.0,yes,3.525,no,50.0,3.525
,,Nestl̩,Cakes,4.3,,,,,0.0,,MegaMarket,69.24052151381706,41.26648663119465,Sweets,20.0,2024-06-27,2025-03-12,yes,258.0,no,0.0,no,0.0,0.0
,,Hormel,Sausage,14.81,,,,,33.3,,EcoGrocer,69.15623824300432,41.36645307923253,Meat Products,93.0,2025-02-10,2025-04-05,yes,54.0,yes,4.93173,yes,33.3,4.93173
,,Pepsi,Coffee,1.47,,,,,15.6,,GoldenCart,69.27787669749513,41.3232222087724,Beverages,83.0,2024-04-18,2026-04-04,no,716.0,yes,0.22932,no,0.0,0.0
,,Barilla,Buns,4.54,,,,,50.0,,MegaMarket,69.15148691794391,41.38167696498309,Bakery Products,20.0,2024-03-23,2024-05-24,yes,62.0,yes,2.27,no,50.0,2.27
,,Lipton,Mineral Water,1.17,,,,,12.4,,NutriMart,69.36729663317601,41.27071134877197,Beverages,1.0,2024-12-16,2026-08-09,yes,601.0,yes,0.14508,yes,0.0,0.0
,,Nestl̩,Candies,3.49,,,,,19.0,,PrimePick,69.20600279416324,41.29326529170748,Sweets,14.0,2024-05-07,2025-04-30,yes,358.0,yes,0.6631,yes,0.0,0.0
,,Coca-Cola,Juices,14.86,,,,,13.6,,TastyBite,69.38120173876864,41.35144049947949,Beverages,52.0,2024-11-09,2026-01-12,yes,429.0,yes,2.02096,yes,0.0,0.0
,,Nestl̩,Cheese,5.81,,,,,50.0,,FreshFoods,69.32634672527028,41.31581131722952,Dairy Products,49.0,2024-09-28,2024-12-21,yes,84.0,yes,2.905,no,50.0,2.905
,,Cherkizovo,Beef,9.23,,,,,50.0,,SuperValue,69.35412029484141,41.2258222121502,Meat Products,68.0,2024-04-09,2024-04-30,no,21.0,yes,4.615,no,50.0,4.615
,,Campina,Kefir,3.43,,,,,49.9,,NutriMart,69.38746230749676,41.39851943309729,Dairy Products,70.0,2025-01-01,2025-01-19,no,18.0,yes,1.71157,no,49.9,1.71157
,,Coca-Cola,Juices,8.93,,,,,9.8,,MegaMarket,69.23690906316799,41.23625681863945,Beverages,21.0,2025-01-01,2026-03-03,no,426.0,yes,0.87514,no,0.0,0.0
,,Barilla,Noodles,1.68,,,,,50.0,,TastyBite,69.32393686414368,41.30180734145545,Bakery Products,96.0,2024-09-12,2024-10-02,yes,20.0,yes,0.84,no,50.0,0.84
,,Nestl̩,Cakes,9.84,,,,,22.4,,FreshFoods,69.39237580644424,41.23752668011353,Sweets,4.0,2025-02-06,2025-09-23,yes,229.0,yes,2.20416,yes,22.4,2.20416
,,Pepsi,Coffee,11.81,,,,,21.3,,EcoGrocer,69.22429691331686,41.39335381604045,Beverages,85.0,2024-09-29,2025-06-23,yes,267.0,yes,2.51553,yes,21.3,2.51553
,,Pioner,Buns,3.22,,,,,50.0,,EcoGrocer,69.1234277914317,41.298241600530766,Bakery Products,82.0,2024-06-05,2024-09-19,yes,106.0,yes,1.61,no,50.0,1.61
,,Tyson,Lamb,13.98,,,,,50.0,,MegaMarket,69.26687225629918,41.27485976225118,Meat Products,12.0,2024-06-22,2024-07-26,yes,34.0,yes,6.99,no,50.0,6.99
,,Mars,Halva,2.12,,,,,21.3,,MarketMax,69.23153314111171,41.380438260385525,Sweets,77.0,2024-09-01,2025-06-15,yes,287.0,yes,0.45156,yes,21.3,0.45156
,,Yashkino,Noodles,1.97,,,,,50.0,,FreshFoods,69.25365511182173,41.38949539312026,Bakery Products,22.0,2024-09-29,2024-11-18,yes,50.0,yes,0.985,no,50.0,0.985
,,Perdue,Poultry,10.03,,,,,50.0,,FoodWorld,69.27915647303817,41.29228430080763,Meat Products,62.0,2024-04-27,2024-05-27,yes,30.0,yes,5.015,no,50.0,5.015
,,Danone,Kefir,8.73,,,,,50.0,,FoodWorld,69.26456839752123,41.30182295628333,Dairy Products,1.0,2024-10-07,2024-12-02,yes,56.0,yes,4.365,no,50.0,4.365
,,Ferrero,Cakes,6.79,,,,,0.0,,GoldenCart,69.16640742796723,41.26223906749094,Sweets,42.0,2025-01-21,2025-08-01,yes,192.0,no,0.0,yes,0.0,0.0
,,Nescaf̩,Carbonated Drinks,12.43,,,,,16.3,,MarketMax,69.1279663361883,41.322257994909,Beverages,42.0,2024-09-27,2026-01-07,yes,467.0,yes,2.02609,yes,0.0,0.0
,,Ferrero,Jam,11.53,,,,,0.0,,FreshFoods,69.28397660895995,41.25603174386039,Sweets,99.0,2024-12-25,2025-04-07,yes,103.0,no,0.0,yes,0.0,0.0
,,President,Cream,3.94,,,,,50.0,,EcoGrocer,69.26124469191969,41.359790089523855,Dairy Products,64.0,2024-05-29,2024-07-20,yes,52.0,yes,1.97,no,50.0,1.97
,,Nestl̩,Halva,11.23,,,,,0.0,,MarketMax,69.23632271587302,41.352292332389815,Sweets,52.0,2024-12-17,2025-12-01,no,349.0,no,0.0,no,0.0,0.0
,,Cherkizovo,Hot Dogs,20.38,,,,,50.0,,MarketMax,69.28104068242871,41.385613790482935,Meat Products,82.0,2024-05-01,2024-05-14,yes,13.0,yes,10.19,no,50.0,10.19
,,Nestl̩,Cakes,2.99,,,,,50.0,,GoldenCart,69.13554422834031,41.25754075236768,Sweets,56.0,2024-05-12,2024-08-15,yes,95.0,yes,1.495,no,50.0,1.495
,,Pioner,Bread,5.12,,,,,0.0,,TastyBite,69.16969523318974,41.22599163885642,Bakery Products,51.0,2024-11-11,2025-05-10,yes,180.0,no,0.0,yes,0.0,0.0
,,Perdue,Beef,11.24,,,,,50.0,,GoldenCart,69.229400895101,41.298699266487695,Meat Products,15.0,2024-05-30,2024-06-28,yes,29.0,yes,5.62,no,50.0,5.62
,,President,Cream,2.54,,,,,50.0,,EcoGrocer,69.38916721750603,41.222166160976165,Dairy Products,90.0,2024-11-05,2024-12-29,yes,54.0,yes,1.27,no,50.0,1.27
,,Campina,Butter,3.4,,,,,50.0,,FreshFoods,69.11927678041143,41.27071157424083,Dairy Products,22.0,2024-07-21,2024-10-09,yes,80.0,yes,1.7,no,50.0,1.7
,,Pepsi,Carbonated Drinks,1.41,,,,,0.0,,TastyBite,69.11013870693925,41.28340660149674,Beverages,82.0,2024-10-26,2026-06-03,yes,585.0,no,0.0,yes,0.0,0.0
,,Campina,Yogurt,6.62,,,,,50.0,,EcoGrocer,69.31583817354682,41.33428787007763,Dairy Products,27.0,2024-08-08,2024-08-30,no,22.0,yes,3.31,no,50.0,3.31
,,Coca-Cola,Juices,14.52,,,,,15.8,,TastyBite,69.13376335761656,41.382288529486495,Beverages,86.0,2024-11-24,2026-11-14,yes,720.0,yes,2.29416,yes,0.0,0.0
,,Hormel,Sausage,18.47,,,,,50.0,,MarketMax,69.32589222919816,41.33813865679045,Meat Products,80.0,2024-06-15,2024-08-13,no,59.0,yes,9.235,no,50.0,9.235
,,Tyson,Lamb,12.47,,,,,50.0,,NutriMart,69.2252043057826,41.37557052507597,Meat Products,40.0,2024-05-17,2024-06-04,yes,18.0,yes,6.235,no,50.0,6.235
,,Lipton,Carbonated Drinks,10.71,,,,,0.0,,MarketMax,69.28848579688719,41.34533168419514,Beverages,63.0,2025-02-07,2027-02-07,yes,730.0,no,0.0,yes,0.0,0.0
,,Makfa,Bread,7.06,,,,,49.2,,SuperValue,69.15281274446222,41.363463267195485,Bakery Products,58.0,2025-01-30,2025-02-19,no,20.0,yes,3.47352,no,49.2,3.47352
,,Roshen,Jam,6.16,,,,,22.7,,FoodWorld,69.3273710504599,41.24426920242343,Sweets,64.0,2024-10-14,2025-09-20,no,341.0,yes,1.39832,no,22.7,1.39832
,,Ozon,Wheat Flour,3.02,,,,,50.0,,FoodWorld,69.36944567136504,41.39951948085853,Bakery Products,36.0,2024-07-12,2024-12-03,no,144.0,yes,1.51,no,50.0,1.51
,,Roshen,Chocolate,9.75,,,,,50.0,,NutriMart,69.26749058418001,41.215823436373206,Sweets,74.0,2024-05-16,2024-12-29,no,227.0,yes,4.875,no,50.0,4.875
,,Nescaf̩,Carbonated Drinks,5.17,,,,,18.4,,GoldenCart,69.2931966420133,41.319679288169525,Beverages,55.0,2024-05-10,2025-07-17,no,433.0,yes,0.95128,no,0.0,0.0
,,President,Butter,8.49,,,,,50.0,,FoodWorld,69.24305725245185,41.29829081491512,Dairy Products,16.0,2024-07-18,2024-08-27,yes,40.0,yes,4.245,no,50.0,4.245
,,Pepsi,Coffee,12.28,,,,,0.0,,GoldenCart,69.20828897673219,41.23356581852093,Beverages,18.0,2024-07-02,2025-07-28,yes,391.0,no,0.0,yes,0.0,0.0
,,Hormel,Poultry,24.71,,,,,50.0,,TastyBite,69.26528337455652,41.3493590657302,Meat Products,74.0,2024-08-02,2024-09-10,yes,39.0,yes,12.355,no,50.0,12.355
,,Coca-Cola,Juices,4.5,,,,,23.3,,FreshFoods,69.13512731692772,41.24298536935395,Beverages,84.0,2024-05-22,2025-04-02,no,315.0,yes,1.0485,no,23.3,1.0485
,,Pepsi,Coffee,6.25,,,,,11.0,,EcoGrocer,69.20877631440445,41.27055256204687,Beverages,81.0,2024-08-03,2026-03-30,yes,604.0,yes,0.6875,yes,0.0,0.0
,,Perdue,Sausage,22.38,,,,,50.0,,FreshFoods,69.19684031798589,41.374967379222745,Meat Products,42.0,2025-01-10,2025-01-17,no,7.0,yes,11.19,no,50.0,11.19
,,Tyson,Hot Dogs,21.5,,,,,50.0,,FreshFoods,69.1544555219987,41.370409016480544,Meat Products,51.0,2024-07-08,2024-08-11,yes,34.0,yes,10.75,no,50.0,10.75
,,Ferrero,Halva,2.46,,,,,50.0,,GoldenCart,69.19734440616918,41.342020349422285,Sweets,63.0,2024-09-10,2025-01-02,yes,114.0,yes,1.23,no,50.0,1.23
,,Pioner,Biscuits,7.97,,,,,50.0,,FoodWorld,69.21028756089262,41.29117442876132,Bakery Products,1.0,2024-10-24,2024-12-21,no,58.0,yes,3.985,no,50.0,3.985
,,Tyson,Smoked Meat,12.44,,,,,50.0,,PrimePick,69.11931251396838,41.2631579342132,Meat Products,47.0,2024-07-25,2024-08-06,no,12.0,yes,6.22,no,50.0,6.22
,,Pioner,Buns,2.49,,,,,50.0,,SuperValue,69.1990453601537,41.26956312848132,Bakery Products,12.0,2024-05-06,2024-05-13,yes,7.0,yes,1.245,no,50.0,1.245
,,Nestl̩,Cream,7.55,,,,,50.0,,NutriMart,69.21844558553992,41.25441348696321,Dairy Products,44.0,2024-05-19,2024-07-26,yes,68.0,yes,3.775,no,50.0,3.775
,,Nestl̩,Kefir,5.06,,,,,50.0,,EcoGrocer,69.26385699544457,41.34214829897636,Dairy Products,48.0,2024-08-19,2024-09-19,no,31.0,yes,2.53,no,50.0,2.53
,,Amul,Cottage Cheese,5.52,,,,,30.5,,SuperValue,69.2761257524105,41.35866916424337,Dairy Products,2.0,2025-01-25,2025-03-01,no,35.0,yes,1.6835999999999998,no,30.5,1.6835999999999998
,,Pepsi,Mineral Water,9.25,,,,,0.0,,SuperValue,69.38381957859718,41.23362293678387,Beverages,13.0,2024-05-29,2025-03-31,yes,306.0,no,0.0,yes,0.0,0.0
,,Tyson,Lamb,19.42,,,,,48.5,,MarketMax,69.37413584240792,41.233929413299535,Meat Products,71.0,2025-01-20,2025-03-06,yes,45.0,yes,9.4187,no,48.5,9.4187
,,Oscar Mayer,Hot Dogs,19.96,,,,,50.0,,MegaMarket,69.25110486518486,41.231875355096335,Meat Products,78.0,2024-12-04,2024-12-23,yes,19.0,yes,9.98,no,50.0,9.98
,,Pioner,Biscuits,5.47,,,,,50.0,,MegaMarket,69.32404489940693,41.39092143317816,Bakery Products,15.0,2024-07-20,2024-12-01,yes,134.0,yes,2.735,no,50.0,2.735
,,Pioner,Noodles,5.78,,,,,48.1,,MegaMarket,69.34004318412994,41.317635633132944,Bakery Products,54.0,2024-09-22,2025-02-15,no,146.0,yes,2.7801800000000005,no,48.1,2.7801800000000005
,,Oscar Mayer,Beef,10.73,,,,,50.0,,FreshFoods,69.1393177016945,41.27492655108224,Meat Products,8.0,2024-10-08,2024-11-16,no,39.0,yes,5.365,no,50.0,5.365
,,Roshen,Halva,5.1,,,,,50.0,,MarketMax,69.17070059000066,41.33076783725293,Sweets,20.0,2024-08-08,2024-12-18,yes,132.0,yes,2.55,no,50.0,2.55
,,Perdue,Hot Dogs,17.86,,,,,35.8,,EcoGrocer,69.1338381045593,41.28566830675823,Meat Products,82.0,2025-02-14,2025-04-05,yes,50.0,yes,6.393879999999999,yes,35.8,6.393879999999999
,,Danone,Milk,6.9,,,,,50.0,,MarketMax,69.2403564035333,41.31511731978332,Dairy Products,56.0,2024-05-17,2024-07-28,yes,72.0,yes,3.45,no,50.0,3.45
,,Danone,Cheese,8.26,,,,,42.5,,SuperValue,69.35910548128383,41.33220450006755,Dairy Products,45.0,2024-12-11,2025-03-01,no,80.0,yes,3.5105,no,42.5,3.5105
,,Tyson,Beef,15.48,,,,,50.0,,SuperValue,69.21435054026878,41.29396829472309,Meat Products,43.0,2024-10-24,2024-11-17,yes,24.0,yes,7.74,no,50.0,7.74
,,Milka,Chocolate,5.68,,,,,15.1,,NutriMart,69.1283084351274,41.38931990374482,Sweets,64.0,2025-01-03,2025-06-27,yes,175.0,yes,0.8576799999999999,yes,0.0,0.0
,,Danone,Cream,8.87,,,,,50.0,,FreshFoods,69.2052962768274,41.298112258195694,Dairy Products,66.0,2024-03-20,2024-04-08,yes,19.0,yes,4.435,no,50.0,4.435
,,Makfa,Wheat Flour,3.25,,,,,50.0,,MegaMarket,69.10839229259848,41.25765813417033,Bakery Products,71.0,2024-10-19,2024-12-22,yes,64.0,yes,1.625,no,50.0,1.625
,,Tyson,Hot Dogs,9.46,,,,,50.0,,GoldenCart,69.29663431994308,41.29610242800673,Meat Products,87.0,2024-04-14,2024-05-02,yes,18.0,yes,4.73,no,50.0,4.73
,,Nestl̩ Pure Life,Juices,1.11,,,,,0.0,,MegaMarket,69.22804413590465,41.20733507995744,Beverages,42.0,2024-05-02,2026-02-08,yes,647.0,no,0.0,yes,0.0,0.0
,,Pioner,Bread,6.13,,,,,50.0,,NutriMart,69.36639066077633,41.35360696598769,Bakery Products,76.0,2024-11-26,2025-01-22,yes,57.0,yes,3.065,no,50.0,3.065
,,Danone,Cottage Cheese,9.61,,,,,44.0,,EcoGrocer,69.33140562613828,41.291036469970166,Dairy Products,45.0,2025-02-07,2025-02-22,yes,15.0,yes,4.2284,no,44.0,4.2284
,,Danone,Cottage Cheese,9.69,,,,,50.0,,MarketMax,69.27560404037025,41.34920304342387,Dairy Products,31.0,2024-10-19,2025-01-03,no,76.0,yes,4.845,no,50.0,4.845
,,Yashkino,Biscuits,7.82,,,,,50.0,,SuperValue,69.31011772216013,41.34140806901953,Bakery Products,90.0,2024-09-25,2025-01-27,yes,124.0,yes,3.91,no,50.0,3.91
,,Coca-Cola,Coffee,10.27,,,,,0.0,,FreshFoods,69.29348356007038,41.23954147428783,Beverages,73.0,2024-04-19,2026-01-04,yes,625.0,no,0.0,yes,0.0,0.0
,,Nestl̩ Pure Life,Juices,2.05,,,,,0.0,,PrimePick,69.15933269549973,41.28447194597236,Beverages,58.0,2024-08-05,2025-09-28,yes,419.0,no,0.0,yes,0.0,0.0
,,Lipton,Juices,6.02,,,,,0.0,,NutriMart,69.36499401445901,41.26132998487489,Beverages,53.0,2024-05-19,2026-05-17,no,728.0,no,0.0,no,0.0,0.0
,,Nestl̩,Yogurt,3.72,,,,,50.0,,FoodWorld,69.10171591720774,41.35314750296877,Dairy Products,88.0,2024-08-21,2024-09-09,no,19.0,yes,1.86,no,50.0,1.86
,,Perdue,Hot Dogs,21.4,,,,,50.0,,SuperValue,69.3133326206904,41.29654627615836,Meat Products,7.0,2024-08-19,2024-09-11,yes,23.0,yes,10.7,no,50.0,10.7
,,Ferrero,Chocolate,3.21,,,,,50.0,,MarketMax,69.19827812266793,41.34141365909531,Sweets,60.0,2024-05-10,2024-10-18,yes,161.0,yes,1.605,no,50.0,1.605
,,Tyson,Hot Dogs,6.5,,,,,50.0,,EcoGrocer,69.25700476453235,41.27098565617106,Meat Products,76.0,2024-07-29,2024-09-26,no,59.0,yes,3.25,no,50.0,3.25
,,Barilla,Bread,1.35,,,,,50.0,,EcoGrocer,69.28124269742152,41.28120071150506,Bakery Products,16.0,2024-04-09,2024-08-12,no,125.0,yes,0.675,no,50.0,0.675
,,President,Cream,3.72,,,,,50.0,,MarketMax,69.26201480659016,41.29401306964949,Dairy Products,55.0,2024-06-15,2024-08-13,yes,59.0,yes,1.86,no,50.0,1.86
,,Roshen,Halva,6.99,,,,,20.6,,PrimePick,69.29119954976989,41.28173231152098,Sweets,32.0,2025-02-13,2025-10-12,no,241.0,yes,1.4399400000000002,no,20.6,1.4399400000000002
,,Pioner,Pasta,5.42,,,,,47.7,,FoodWorld,69.23965485983744,41.3978244628542,Bakery Products,83.0,2024-12-13,2025-02-21,no,70.0,yes,2.58534,no,47.7,2.58534
,,Perdue,Hot Dogs,15.05,,,,,50.0,,MegaMarket,69.38341237801683,41.278994625125485,Meat Products,63.0,2024-09-11,2024-10-24,yes,43.0,yes,7.525,no,50.0,7.525
,,Parmalat,Milk,8.13,,,,,46.9,,SuperValue,69.18076419639466,41.38675811899394,Dairy Products,61.0,2024-12-15,2025-02-12,no,59.0,yes,3.81297,no,46.9,3.81297
,,Cherkizovo,Smoked Meat,21.93,,,,,50.0,,SuperValue,69.18443878198234,41.23916596271653,Meat Products,8.0,2024-07-09,2024-08-21,no,43.0,yes,10.965,no,50.0,10.965
,,Makfa,Pasta,7.4,,,,,50.0,,GoldenCart,69.34727215661356,41.22904275685003,Bakery Products,76.0,2024-08-28,2024-12-04,yes,98.0,yes,3.7,no,50.0,3.7
,,Ferrero,Ice Cream,6.9,,,,,49.1,,GoldenCart,69.2095092904436,41.25399312555312,Sweets,70.0,2024-08-24,2025-02-19,yes,179.0,yes,3.3879,no,49.1,3.3879
,,Coca-Cola,Juices,5.77,,,,,0.0,,EcoGrocer,69.35989154757036,41.3125645255682,Beverages,79.0,2024-06-30,2025-05-09,yes,313.0,no,0.0,yes,0.0,0.0
,,Barilla,Noodles,5.93,,,,,50.0,,GoldenCart,69.23020019346968,41.34158936444584,Bakery Products,47.0,2024-04-25,2024-08-05,yes,102.0,yes,2.965,no,50.0,2.965
,,Makfa,Buns,5.54,,,,,16.4,,NutriMart,69.18633189740692,41.3394060770473,Bakery Products,56.0,2025-02-09,2025-06-20,yes,131.0,yes,0.90856,yes,0.0,0.0
,,Oscar Mayer,Smoked Meat,11.14,,,,,50.0,,TastyBite,69.28670983054882,41.25927642531156,Meat Products,76.0,2024-06-16,2024-07-17,yes,31.0,yes,5.57,no,50.0,5.57
,,Nestl̩,Halva,11.21,,,,,42.8,,SuperValue,69.3061847232111,41.35760746160732,Sweets,5.0,2024-06-20,2025-02-27,no,252.0,yes,4.79788,no,42.8,4.79788
,,Pepsi,Juices,5.86,,,,,12.0,,EcoGrocer,69.11231412874642,41.211714155519935,Beverages,96.0,2024-04-27,2025-06-24,yes,423.0,yes,0.7032,yes,0.0,0.0
,,Perdue,Beef,18.86,,,,,50.0,,FreshFoods,69.34184131563508,41.38489877881223,Meat Products,34.0,2024-07-04,2024-07-26,yes,22.0,yes,9.43,no,50.0,9.43
,,Lipton,Carbonated Drinks,5.92,,,,,13.4,,FreshFoods,69.18171267490197,41.25950342102214,Beverages,53.0,2024-11-26,2026-06-16,yes,567.0,yes,0.79328,yes,0.0,0.0
,,Makfa,Biscuits,1.14,,,,,50.0,,FoodWorld,69.11568857900431,41.2447758806444,Bakery Products,10.0,2024-04-05,2024-06-26,yes,82.0,yes,0.57,no,50.0,0.57
,,Pepsi,Mineral Water,9.32,,,,,0.0,,FreshFoods,69.24748420568773,41.3909768516446,Beverages,71.0,2024-05-05,2025-10-13,yes,526.0,no,0.0,yes,0.0,0.0
,,Yashkino,Biscuits,3.32,,,,,50.0,,FoodWorld,69.27646887919298,41.37585554182026,Bakery Products,21.0,2024-04-15,2024-05-17,no,32.0,yes,1.66,no,50.0,1.66
,,Milka,Jam,2.96,,,,,0.0,,MarketMax,69.25687056251873,41.24984077203675,Sweets,37.0,2024-08-18,2025-03-17,yes,211.0,no,0.0,no,0.0,0.0
,,Tyson,Sausage,18.24,,,,,50.0,,TastyBite,69.19285024106487,41.33694307237993,Meat Products,12.0,2024-08-16,2024-10-14,yes,59.0,yes,9.12,no,50.0,9.12
,,Tyson,Sausage,12.95,,,,,50.0,,EcoGrocer,69.32530051052859,41.28025311450285,Meat Products,15.0,2024-08-23,2024-10-19,yes,57.0,yes,6.475,no,50.0,6.475
,,Ozon,Biscuits,1.31,,,,,50.0,,PrimePick,69.25180099824715,41.33662256970506,Bakery Products,48.0,2024-06-22,2024-10-21,yes,121.0,yes,0.655,no,50.0,0.655
,,Danone,Butter,7.35,,,,,50.0,,PrimePick,69.18370433245741,41.24177384441551,Dairy Products,90.0,2024-05-07,2024-05-31,no,24.0,yes,3.675,no,50.0,3.675
,,Mars,Ice Cream,8.87,,,,,23.2,,MarketMax,69.30519124871944,41.33571443491901,Sweets,67.0,2024-10-19,2025-10-18,no,364.0,yes,2.05784,no,23.2,2.05784
,,President,Butter,6.57,,,,,50.0,,NutriMart,69.28526474271546,41.20511324642434,Dairy Products,92.0,2024-04-05,2024-06-22,yes,78.0,yes,3.285,no,50.0,3.285
,,President,Yogurt,3.01,,,,,50.0,,NutriMart,69.31355089089284,41.299281511440746,Dairy Products,22.0,2024-07-05,2024-08-12,yes,38.0,yes,1.505,no,50.0,1.505
,,Yashkino,Bread,3.72,,,,,50.0,,MarketMax,69.23026955454796,41.34447440611695,Bakery Products,41.0,2024-04-22,2024-05-21,yes,29.0,yes,1.86,no,50.0,1.86
,,Campina,Cottage Cheese,2.9,,,,,47.1,,GoldenCart,69.18439128439107,41.318683715546975,Dairy Products,76.0,2024-12-11,2025-02-16,yes,67.0,yes,1.3659,no,47.1,1.3659
,,Nestl̩,Cottage Cheese,8.94,,,,,50.0,,NutriMart,69.31191689613902,41.28064112197028,Dairy Products,100.0,2024-05-09,2024-06-28,no,50.0,yes,4.47,no,50.0,4.47
,,Roshen,Ice Cream,6.03,,,,,50.0,,MarketMax,69.10664346433808,41.32615087119399,Sweets,5.0,2024-06-15,2025-02-01,yes,231.0,yes,3.015,no,50.0,3.015
,,Oscar Mayer,Beef,22.94,,,,,50.0,,MarketMax,69.11519840457807,41.21995767912321,Meat Products,96.0,2024-11-17,2024-12-11,yes,24.0,yes,11.47,no,50.0,11.47
,,Danone,Yogurt,4.16,,,,,50.0,,PrimePick,69.15596752634586,41.31551845666459,Dairy Products,39.0,2024-10-31,2024-12-25,yes,55.0,yes,2.08,no,50.0,2.08
,,Lipton,Coffee,12.08,,,,,0.0,,FreshFoods,69.2153577449328,41.27391444165955,Beverages,48.0,2024-04-16,2026-03-24,yes,707.0,no,0.0,yes,0.0,0.0
,,Roshen,Chocolate,10.37,,,,,50.0,,TastyBite,69.20370490234738,41.3086206434093,Sweets,23.0,2024-06-25,2025-01-03,yes,192.0,yes,5.185,no,50.0,5.185
,,Ozon,Bread,5.45,,,,,32.5,,FoodWorld,69.2258814733342,41.31176985673586,Bakery Products,60.0,2024-12-02,2025-03-20,yes,108.0,yes,1.7712500000000002,yes,32.5,1.7712500000000002
,,Pepsi,Tea,5.82,,,,,0.0,,MegaMarket,69.37262002908571,41.31935869285724,Beverages,76.0,2024-12-26,2026-06-17,no,538.0,no,0.0,no,0.0,0.0
,,Tyson,Sausage,20.6,,,,,50.0,,PrimePick,69.32923358870048,41.26677919508136,Meat Products,7.0,2024-06-10,2024-07-23,yes,43.0,yes,10.3,no,50.0,10.3
,,Perdue,Hot Dogs,23.23,,,,,50.0,,EcoGrocer,69.32542272009673,41.31403596382419,Meat Products,3.0,2024-03-23,2024-04-29,yes,37.0,yes,11.615,no,50.0,11.615
,,Milka,Jam,6.24,,,,,20.7,,NutriMart,69.20791585716964,41.32589135950355,Sweets,91.0,2025-02-11,2025-09-29,yes,230.0,yes,1.29168,yes,20.7,1.29168
,,Cherkizovo,Hot Dogs,5.15,,,,,50.0,,GoldenCart,69.22039978415239,41.26714630921814,Meat Products,51.0,2025-01-12,2025-01-25,no,13.0,yes,2.575,no,50.0,2.575
