store_name,location_long,location_lat,product_group,product_brand,product_name,sales_volume,date_of_manufacture,date_of_expiry,product_price,status
NutriMart,69.35780411116012,41.29912872262467,Bakery Products,Makfa,Bread,24,2025-01-27,2025-05-20,6.33,yes
TastyBite,69.39625374231127,41.310386409193775,Beverages,Nescafé,Tea,65,2024-05-15,2025-03-09,2.04,no
EcoGrocer,69.33700737904867,41.271464043381336,Dairy Products,Amul,Cream,67,2024-03-31,2024-05-25,6.5,yes
GoldenCart,69.29358648518475,41.205488733652956,Dairy Products,Campina,Cheese,90,2024-06-12,2024-08-26,6.25,no
MegaMarket,69.35187050378977,41.293566458620575,Dairy Products,Campina,Yogurt,3,2024-08-02,2024-10-04,9.63,yes
FreshFoods,69.32874097254992,41.35888088115251,Beverages,Lipton,Mineral Water,28,2024-06-01,2025-06-10,5.54,yes
TastyBite,69.27932669059,41.38243733080812,Meat Products,Hormel,Smoked Meat,80,2025-01-14,2025-02-26,24.03,yes
EcoGrocer,69.20967248673631,41.303475446020805,Sweets,Ferrero,Halva,46,2024-11-24,2025-08-02,9.64,yes
SuperValue,69.16277855418369,41.317778966330714,Dairy Products,Nestlé,Milk,62,2024-07-07,2024-09-09,9.71,yes
EcoGrocer,69.22664687695038,41.23870532886051,Meat Products,Perdue,Smoked Meat,60,2024-10-25,2024-11-07,7.07,yes
TastyBite,69.1054438150578,41.22256753139648,Bakery Products,Makfa,Wheat Flour,2,2024-12-22,2025-01-08,3.53,no
MegaMarket,69.2945885333047,41.31897494450629,Bakery Products,Yashkino,Pasta,81,2024-07-26,2025-01-12,4.91,yes
EcoGrocer,69.19146465253489,41.226721242153474,Bakery Products,Barilla,Wheat Flour,61,2024-12-11,2025-05-01,2.42,yes
FoodWorld,69.1099601091151,41.21490392576298,Meat Products,Hormel,Hot Dogs,45,2024-06-03,2024-06-21,5.05,yes
FreshFoods,69.29693820425229,41.3178722499492,Sweets,Milka,Candies,70,2024-11-14,2025-06-21,10.3,yes
SuperValue,69.24940963914804,41.33162028493692,Bakery Products,Pioner,Bread,9,2024-06-07,2024-11-20,6.12,yes
GoldenCart,69.11431207263678,41.24224078651764,Dairy Products,Parmalat,Milk,5,2024-12-06,2025-01-03,6.95,yes
PrimePick,69.18404382442357,41.33355624221222,Bakery Products,Makfa,Buns,7,2024-03-25,2024-05-24,3.93,no
SuperValue,69.39530396878594,41.30011036612962,Bakery Products,Yashkino,Pasta,1,2024-06-24,2024-12-19,2.9,yes
PrimePick,69.14806047165025,41.31414209810167,Bakery Products,Yashkino,Wheat Flour,56,2025-01-06,2025-02-18,6.95,yes
NutriMart,69.34034376000959,41.33821107193997,Beverages,Pepsi,Mineral Water,55,2024-10-23,2026-05-20,12.71,yes
PrimePick,69.33588904237972,41.217922766187456,Dairy Products,Parmalat,Kefir,36,2024-07-26,2024-08-17,9.54,yes
MarketMax,69.31618525926693,41.29238700932284,Dairy Products,Nestlé,Cream,70,2024-08-13,2024-10-03,8.31,yes
MegaMarket,69.12277999131805,41.28215955770356,Dairy Products,President,Cheese,39,2024-05-31,2024-08-27,9.56,no
SuperValue,69.3955302719272,41.32667925912257,Meat Products,Tyson,Beef,46,2024-03-22,2024-04-18,21.36,yes
MarketMax,69.28668472566692,41.24939478120525,Beverages,Coca-Cola,Carbonated Drinks,16,2024-09-03,2025-08-15,10.92,yes
EcoGrocer,69.30405431947099,41.20387995609355,Sweets,Mars,Cakes,65,2024-12-24,2025-06-30,11.84,yes
PrimePick,69.2182163004531,41.276512144377364,Dairy Products,Campina,Butter,92,2024-08-22,2024-11-07,9.96,yes
GoldenCart,69.1991984807612,41.3068888312908,Sweets,Milka,Chocolate,99,2024-05-12,2024-09-23,3.16,yes
SuperValue,69.10787610960635,41.396053683175616,Beverages,Pepsi,Tea,58,2024-12-22,2025-12-18,6.63,yes
FoodWorld,69.24377029330253,41.287010496475055,Bakery Products,Barilla,Bread,46,2024-12-17,2025-05-02,1.05,no
FoodWorld,69.22853623718953,41.27825054983118,Dairy Products,Parmalat,Butter,17,2024-06-18,2024-07-30,4.94,no
PrimePick,69.20514778599227,41.305472576149285,Bakery Products,Barilla,Bread,95,2024-09-15,2025-02-13,3.85,yes
FoodWorld,69.24357476300608,41.34323700000257,Dairy Products,Nestlé,Cream,25,2024-11-03,2025-01-31,8.38,yes
PrimePick,69.22027976344017,41.23698675159164,Bakery Products,Pioner,Bread,42,2024-05-11,2024-06-09,7.98,yes
NutriMart,69.3352629079974,41.28088878255371,Sweets,Roshen,Ice Cream,5,2024-05-13,2025-02-05,8.59,no
SuperValue,69.2974209861952,41.23633863560627,Beverages,Nescafé,Coffee,100,2024-09-27,2025-05-27,1.11,yes
PrimePick,69.14043145316376,41.344222240251305,Dairy Products,Danone,Cream,65,2025-02-07,2025-05-05,9.1,yes
EcoGrocer,69.21068744840031,41.31334927171504,Beverages,Nestlé Pure Life,Tea,14,2024-05-17,2025-07-23,11.23,yes
FoodWorld,69.16432317885753,41.37586434760919,Sweets,Ferrero,Ice Cream,14,2025-02-06,2025-10-22,8.96,no
EcoGrocer,69.39466815149036,41.20256973070949,Sweets,Roshen,Jam,46,2024-06-01,2025-05-19,5.65,yes
TastyBite,69.14974172708963,41.21116775584111,Sweets,Mars,Halva,99,2024-07-29,2025-02-24,11.69,yes
EcoGrocer,69.32683204179784,41.32750576617693,Sweets,Mars,Jam,1,2024-11-14,2025-06-13,6.96,yes
NutriMart,69.28923078149802,41.39480159448695,Meat Products,Hormel,Poultry,60,2025-02-10,2025-03-31,10.05,no
PrimePick,69.39882845397953,41.39470931026996,Beverages,Lipton,Coffee,22,2024-10-23,2025-09-06,6.4,no
GoldenCart,69.15001251275568,41.2493564978845,Beverages,Nestlé Pure Life,Coffee,14,2024-10-05,2025-05-04,14.11,no
EcoGrocer,69.2909167495397,41.33006461629191,Sweets,Ferrero,Halva,67,2024-09-03,2024-12-29,6.62,yes
NutriMart,69.21544263194208,41.345144879076294,Meat Products,Perdue,Hot Dogs,97,2024-07-11,2024-08-30,14.94,yes
TastyBite,69.29170188901037,41.299983094049026,Meat Products,Oscar Mayer,Poultry,87,2024-04-07,2024-05-15,21.82,yes
MegaMarket,69.33605621242357,41.35940329292215,Dairy Products,Campina,Butter,60,2024-11-12,2025-01-14,2.75,no
EcoGrocer,69.24484959834999,41.26127180669978,Dairy Products,President,Cottage Cheese,69,2024-07-08,2024-09-09,6.67,yes
EcoGrocer,69.32498138436155,41.236515632942925,Meat Products,Tyson,Lamb,25,2024-10-14,2024-11-27,16.76,yes
TastyBite,69.3838685833309,41.38949111640803,Bakery Products,Makfa,Wheat Flour,98,2024-05-28,2024-09-12,3.21,yes
EcoGrocer,69.33107631046144,41.371851989449475,Meat Products,Tyson,Poultry,80,2024-11-04,2024-11-20,10.25,yes
EcoGrocer,69.33674243167908,41.22187776110035,Meat Products,Perdue,Sausage,10,2024-08-15,2024-09-18,20.84,yes
MegaMarket,69.10721770974571,41.25669582961061,Meat Products,Hormel,Poultry,89,2024-11-05,2024-11-14,23.26,yes
MegaMarket,69.36318489512861,41.221043020066126,Dairy Products,Danone,Cheese,40,2024-08-01,2024-09-30,6.51,no
MarketMax,69.33843735469725,41.23453968486294,Sweets,Roshen,Candies,85,2025-01-18,2025-06-04,11.57,yes
MegaMarket,69.1649821057056,41.3012552800524,Beverages,Lipton,Mineral Water,20,2024-06-13,2025-05-12,13.69,yes
EcoGrocer,69.15428373992196,41.38855541109236,Meat Products,Perdue,Poultry,37,2024-10-19,2024-11-30,18.9,yes
MegaMarket,69.2284898472823,41.361857255535405,Meat Products,Hormel,Hot Dogs,43,2024-04-14,2024-04-29,24.39,yes
GoldenCart,69.1013149489763,41.34496459937004,Beverages,Nescafé,Coffee,87,2024-08-25,2025-09-30,4.25,yes
MarketMax,69.3554953062495,41.20759859319337,Sweets,Mars,Cakes,87,2024-10-15,2025-01-31,2.29,yes
EcoGrocer,69.22377380211523,41.30931269535218,Bakery Products,Pioner,Noodles,3,2024-06-21,2024-08-14,2.05,yes
GoldenCart,69.29935605547288,41.33970684358142,Beverages,Coca-Cola,Tea,99,2025-01-23,2025-08-29,7.04,no
FoodWorld,69.29567435784479,41.23604091145386,Meat Products,Tyson,Lamb,5,2024-04-16,2024-05-06,16.68,yes
PrimePick,69.1743831544888,41.273479174302025,Sweets,Nestlé,Candies,15,2024-09-30,2025-04-01,9.28,yes
EcoGrocer,69.27830375868605,41.27908486518543,Bakery Products,Yashkino,Buns,82,2024-04-25,2024-10-01,2.1,no
NutriMart,69.28119677251895,41.386971136475374,Meat Products,Oscar Mayer,Beef,62,2024-05-01,2024-05-18,8.47,yes
MegaMarket,69.39512745876308,41.38249382101653,Bakery Products,Yashkino,Pasta,84,2024-11-11,2025-03-11,6.24,yes
MegaMarket,69.34219006097172,41.270094705217936,Meat Products,Perdue,Smoked Meat,70,2024-12-18,2025-01-22,20.79,no
SuperValue,69.10282516735879,41.21198169402114,Bakery Products,Yashkino,Buns,96,2024-04-01,2024-04-28,7.87,yes
NutriMart,69.24994881144868,41.225782351903874,Meat Products,Perdue,Smoked Meat,54,2024-09-22,2024-10-31,16.59,yes
PrimePick,69.26667616295441,41.30560718924994,Sweets,Nestlé,Jam,3,2025-02-13,2025-12-18,10.86,no
FoodWorld,69.23119248150763,41.316332985826,Meat Products,Oscar Mayer,Poultry,60,2024-07-08,2024-08-12,16.0,yes
FoodWorld,69.27759166314287,41.35227491218527,Meat Products,Tyson,Sausage,1,2025-01-23,2025-02-16,13.33,yes
FoodWorld,69.23727201326118,41.39726553942824,Beverages,Coca-Cola,Carbonated Drinks,79,2024-12-07,2026-10-30,9.49,no
SuperValue,69.3761701035803,41.227552606766885,Sweets,Mars,Halva,18,2024-12-06,2025-05-20,10.94,yes
FreshFoods,69.33039703174043,41.335224974811645,Meat Products,Tyson,Sausage,4,2024-03-19,2024-04-16,8.92,yes
TastyBite,69.32903845673763,41.223332350743405,Beverages,Lipton,Coffee,66,2024-03-24,2025-04-14,2.04,no
MarketMax,69.28260659369117,41.27297260462244,Sweets,Milka,Jam,9,2024-05-31,2025-04-24,7.83,yes
FreshFoods,69.34732815220724,41.2311662894901,Meat Products,Oscar Mayer,Hot Dogs,88,2024-09-19,2024-10-11,24.66,yes
PrimePick,69.18803102970907,41.23503033621188,Dairy Products,Nestlé,Cottage Cheese,78,2024-05-01,2024-07-25,7.45,yes
TastyBite,69.35221699611755,41.391599986608036,Dairy Products,President,Milk,89,2024-12-07,2025-02-10,5.89,no
GoldenCart,69.13484145377097,41.23285867692308,Dairy Products,Campina,Milk,61,2024-08-12,2024-09-02,4.28,yes
TastyBite,69.30718612198699,41.20625357693356,Sweets,Nestlé,Ice Cream,90,2024-06-04,2025-01-30,6.12,yes
GoldenCart,69.13380310616503,41.22444535745591,Sweets,Mars,Chocolate,87,2024-11-14,2025-03-10,10.15,yes
GoldenCart,69.29493522808478,41.22618338416103,Meat Products,Tyson,Lamb,45,2024-08-13,2024-09-25,14.47,yes
EcoGrocer,69.13699919640237,41.37743251494443,Dairy Products,Nestlé,Milk,87,2024-06-15,2024-08-28,4.92,yes
NutriMart,69.30204241499406,41.3996330915334,Meat Products,Oscar Mayer,Hot Dogs,55,2024-08-30,2024-10-14,22.34,no
PrimePick,69.17321564830874,41.3080666366286,Meat Products,Oscar Mayer,Sausage,85,2025-01-28,2025-03-24,19.84,yes
SuperValue,69.15000729431861,41.31813966808309,Meat Products,Tyson,Poultry,100,2024-07-05,2024-08-09,10.83,no
GoldenCart,69.12787064564726,41.30063470235095,Bakery Products,Makfa,Biscuits,100,2025-01-26,2025-04-01,7.08,no
MarketMax,69.15653298976122,41.24006865982766,Sweets,Nestlé,Ice Cream,69,2024-05-16,2025-02-22,9.67,yes
TastyBite,69.3725446651271,41.368046092379515,Dairy Products,President,Kefir,77,2024-04-11,2024-06-10,6.17,yes
MarketMax,69.38889846898894,41.21611326305758,Meat Products,Cherkizovo,Hot Dogs,5,2024-12-07,2024-12-17,9.23,no
GoldenCart,69.32149905062447,41.363489445467394,Dairy Products,Campina,Kefir,57,2024-07-27,2024-09-12,4.65,yes
NutriMart,69.23264105337135,41.354432690656665,Meat Products,Hormel,Lamb,41,2024-06-01,2024-07-06,19.73,yes
FreshFoods,69.29913802327346,41.3870736241821,Sweets,Milka,Jam,10,2024-12-17,2025-07-23,6.1,yes
TastyBite,69.12087742675847,41.366489854397415,Meat Products,Cherkizovo,Lamb,22,2024-04-27,2024-05-19,12.14,yes
FreshFoods,69.25325048869126,41.37943678575798,Beverages,Pepsi,Juices,89,2024-12-16,2025-06-22,13.29,yes
SuperValue,69.32543350141174,41.22154409746827,Meat Products,Oscar Mayer,Poultry,79,2024-11-27,2025-01-15,23.65,yes
GoldenCart,69.1047022969547,41.28652503082677,Sweets,Roshen,Ice Cream,71,2024-05-10,2024-10-19,11.68,no
PrimePick,69.20863755835445,41.39593799602519,Sweets,Roshen,Cakes,58,2024-08-22,2025-06-05,2.05,yes
EcoGrocer,69.27147603628556,41.21038167046232,Beverages,Nescafé,Juices,88,2024-11-16,2025-11-15,2.13,yes
FoodWorld,69.1414225784135,41.233065728902744,Dairy Products,Parmalat,Kefir,19,2025-01-31,2025-03-09,5.39,no
MarketMax,69.27481319813802,41.35130502739891,Sweets,Nestlé,Halva,70,2024-12-12,2025-11-03,11.41,yes
PrimePick,69.19537981865226,41.21269301002814,Beverages,Nestlé Pure Life,Mineral Water,31,2024-08-08,2025-02-08,2.62,yes
SuperValue,69.16683695454624,41.3317802577983,Bakery Products,Pioner,Wheat Flour,89,2024-09-03,2025-02-11,4.04,yes
GoldenCart,69.17859311146321,41.30276713925409,Sweets,Ferrero,Cakes,49,2024-07-24,2025-07-13,8.03,yes
PrimePick,69.3972179775602,41.2788575752307,Meat Products,Perdue,Hot Dogs,32,2024-10-21,2024-12-13,20.77,yes
FreshFoods,69.30539459271951,41.25112532430979,Meat Products,Perdue,Hot Dogs,52,2024-05-27,2024-07-18,7.65,no
MegaMarket,69.15522212076793,41.26386574551286,Dairy Products,Campina,Cheese,43,2025-01-27,2025-03-14,6.15,no
EcoGrocer,69.25534400228261,41.28346360439563,Bakery Products,Pioner,Buns,39,2024-07-20,2024-09-28,1.37,no
SuperValue,69.17742452830015,41.2253010529879,Beverages,Coca-Cola,Coffee,53,2025-02-07,2026-01-18,4.98,yes
GoldenCart,69.1861211102608,41.20348826983418,Dairy Products,Danone,Cream,10,2024-07-04,2024-09-25,7.59,yes
SuperValue,69.15666311662592,41.37643216801474,Dairy Products,President,Cheese,10,2024-08-29,2024-10-20,4.77,no
GoldenCart,69.28597987053075,41.39982788512312,Meat Products,Perdue,Poultry,91,2024-08-17,2024-08-29,15.46,yes
TastyBite,69.36095183892004,41.24341114272137,Bakery Products,Barilla,Pasta,85,2024-12-11,2025-05-05,3.67,yes
GoldenCart,69.3262802513233,41.20280736608668,Beverages,Nescafé,Coffee,68,2024-08-24,2025-08-18,8.52,no
TastyBite,69.14162934345306,41.3159030157957,Dairy Products,Parmalat,Yogurt,6,2024-07-21,2024-08-14,7.36,no
SuperValue,69.13534884788731,41.25894885933838,Beverages,Coca-Cola,Carbonated Drinks,27,2024-06-08,2024-12-22,3.91,yes
MarketMax,69.37807770532635,41.38396036470627,Bakery Products,Pioner,Buns,62,2024-12-23,2025-04-08,1.95,no
GoldenCart,69.10822746812272,41.33181998960202,Beverages,Lipton,Mineral Water,93,2024-07-21,2025-06-19,1.09,no
FoodWorld,69.26353468238915,41.330619190908145,Meat Products,Perdue,Beef,96,2024-03-22,2024-04-24,8.64,yes
EcoGrocer,69.14718587081707,41.26320707782663,Meat Products,Perdue,Lamb,44,2024-10-22,2024-11-09,8.86,yes
FoodWorld,69.21481293480194,41.33804814612336,Dairy Products,Nestlé,Kefir,43,2024-07-06,2024-09-01,6.25,no
FoodWorld,69.27842807268696,41.244453822394384,Beverages,Pepsi,Carbonated Drinks,22,2024-12-25,2026-06-10,12.42,no
MegaMarket,69.31644291206709,41.340705790990334,Meat Products,Tyson,Smoked Meat,20,2024-09-04,2024-10-02,11.76,no
TastyBite,69.23866090397463,41.37529424690698,Bakery Products,Yashkino,Biscuits,59,2025-02-14,2025-03-02,3.05,yes
FoodWorld,69.34949317824024,41.36154370715123,Dairy Products,Parmalat,Butter,75,2024-10-20,2024-12-09,5.2,yes
EcoGrocer,69.31577641553882,41.27575431455621,Meat Products,Perdue,Hot Dogs,2,2024-08-18,2024-09-11,15.3,no
PrimePick,69.20614789652168,41.38770025043894,Bakery Products,Makfa,Pasta,92,2024-06-18,2024-12-01,6.94,no
SuperValue,69.39189821512649,41.28650458209672,Meat Products,Cherkizovo,Sausage,89,2024-10-29,2024-11-06,5.21,no
SuperValue,69.35694031916556,41.306419399086884,Meat Products,Cherkizovo,Hot Dogs,87,2024-08-08,2024-08-25,13.43,yes
MarketMax,69.29181526906945,41.24243467307681,Meat Products,Oscar Mayer,Beef,11,2024-05-23,2024-07-14,5.94,no
EcoGrocer,69.38894384037503,41.22600155387272,Dairy Products,Danone,Cream,65,2024-11-29,2024-12-24,8.94,yes
TastyBite,69.25509657439952,41.20330735036508,Sweets,Roshen,Chocolate,42,2024-12-24,2025-05-01,2.38,yes
FreshFoods,69.23101585466186,41.23735527059075,Beverages,Nestlé Pure Life,Carbonated Drinks,42,2024-10-11,2026-07-22,1.3,yes
FoodWorld,69.19600882503563,41.22630903075948,Beverages,Coca-Cola,Juices,49,2024-09-22,2026-06-05,10.24,yes
NutriMart,69.36843874695732,41.39587683540008,Beverages,Nestlé Pure Life,Coffee,44,2025-01-26,2026-08-08,14.67,yes
GoldenCart,69.22475765223196,41.36927853505384,Beverages,Pepsi,Coffee,91,2025-02-05,2025-10-27,7.2,yes
GoldenCart,69.32776517244532,41.34262137063612,Meat Products,Tyson,Hot Dogs,29,2025-02-01,2025-03-02,23.84,yes
SuperValue,69.15045959643615,41.37981230966647,Meat Products,Oscar Mayer,Beef,59,2024-12-15,2025-02-01,24.53,yes
FreshFoods,69.23784612122053,41.32976325443401,Dairy Products,Amul,Cream,91,2024-06-21,2024-07-16,4.39,no
FoodWorld,69.31707279967486,41.38474192162085,Bakery Products,Barilla,Pasta,6,2024-05-27,2024-10-02,5.41,no
PrimePick,69.16614810645453,41.30328033495968,Sweets,Ferrero,Cakes,8,2024-06-23,2025-03-25,8.83,yes
FreshFoods,69.3579774649248,41.33886194072153,Meat Products,Hormel,Beef,95,2024-06-15,2024-07-29,9.01,no
EcoGrocer,69.12364702335219,41.25109857428426,Dairy Products,Amul,Kefir,12,2024-06-17,2024-07-12,8.58,no
GoldenCart,69.32761249336185,41.3076031613128,Meat Products,Perdue,Hot Dogs,41,2025-01-11,2025-02-23,6.22,yes
FoodWorld,69.34853356024551,41.29777050794289,Bakery Products,Makfa,Pasta,42,2024-08-20,2024-12-09,1.06,yes
NutriMart,69.14965357563537,41.271051465560724,Dairy Products,Danone,Butter,39,2024-07-16,2024-09-01,8.41,no
FoodWorld,69.39376132835557,41.375670351174705,Sweets,Nestlé,Jam,23,2024-11-10,2025-09-14,7.47,yes
FoodWorld,69.26143441063121,41.323688121357726,Dairy Products,Nestlé,Yogurt,4,2024-06-11,2024-07-06,9.06,no
TastyBite,69.22158475096874,41.327627770490295,Dairy Products,Parmalat,Cottage Cheese,40,2024-12-30,2025-01-17,3.3,yes
NutriMart,69.20799869181909,41.38975388991272,Sweets,Mars,Halva,49,2024-10-16,2025-06-17,10.1,yes
FreshFoods,69.39940387414435,41.38202760227183,Sweets,Roshen,Chocolate,66,2024-06-05,2024-10-08,8.71,yes
MarketMax,69.2765654442767,41.33745922921794,Bakery Products,Barilla,Biscuits,20,2024-07-16,2024-11-10,7.17,yes
FoodWorld,69.32313615702776,41.26873219958295,Dairy Products,President,Milk,2,2024-07-08,2024-09-30,9.22,yes
FreshFoods,69.39586670293176,41.250136272010685,Beverages,Nestlé Pure Life,Mineral Water,42,2024-04-03,2025-01-22,4.35,yes
SuperValue,69.37621446052438,41.299813665092145,Bakery Products,Ozon,Bread,76,2024-09-23,2025-01-18,1.19,yes
PrimePick,69.38705885906433,41.3052643000976,Beverages,Nestlé Pure Life,Mineral Water,92,2024-11-27,2026-09-02,5.85,no
GoldenCart,69.16144535313285,41.38147468796393,Bakery Products,Makfa,Wheat Flour,49,2024-07-03,2024-08-09,3.76,no
FoodWorld,69.21939289330918,41.397170352062666,Dairy Products,Nestlé,Cream,86,2024-04-16,2024-06-09,8.16,yes
FoodWorld,69.12795920750388,41.23395236282761,Bakery Products,Yashkino,Noodles,49,2024-07-02,2024-07-24,3.97,no
MegaMarket,69.35197551190595,41.29527097801801,Meat Products,Perdue,Hot Dogs,51,2024-10-08,2024-11-27,17.09,no
SuperValue,69.13441522807193,41.315983291168806,Beverages,Coca-Cola,Mineral Water,64,2024-05-13,2025-09-30,8.32,yes
MegaMarket,69.33770446446708,41.3912866636687,Dairy Products,Parmalat,Cream,7,2024-12-30,2025-03-07,3.58,yes
PrimePick,69.1976970731128,41.39027020941066,Beverages,Nestlé Pure Life,Coffee,100,2024-11-25,2026-03-20,4.99,yes
TastyBite,69.29874431001079,41.39660399330311,Bakery Products,Makfa,Biscuits,43,2025-01-20,2025-01-28,6.89,yes
SuperValue,69.33608738234277,41.23600439164654,Sweets,Ferrero,Jam,48,2024-12-25,2025-09-13,9.43,yes
FreshFoods,69.26454851876494,41.333093788510006,Sweets,Nestlé,Chocolate,28,2024-08-25,2025-08-15,10.62,no
EcoGrocer,69.2715369278762,41.329479091262115,Bakery Products,Yashkino,Buns,63,2024-06-27,2024-10-13,7.15,no
EcoGrocer,69.22277694584686,41.2417736369662,Dairy Products,Nestlé,Kefir,89,2024-07-17,2024-09-21,4.04,yes
PrimePick,69.28988854911564,41.21018388443316,Meat Products,Cherkizovo,Sausage,95,2024-11-19,2025-01-10,10.31,yes
FoodWorld,69.3601023175498,41.35523051490925,Beverages,Pepsi,Mineral Water,59,2024-09-05,2026-02-20,13.46,yes
FoodWorld,69.38542107249998,41.235570476502254,Meat Products,Cherkizovo,Poultry,1,2024-12-06,2024-12-19,7.22,no
PrimePick,69.2182212019045,41.35876101163665,Bakery Products,Yashkino,Wheat Flour,91,2024-08-25,2024-10-25,5.92,no
FreshFoods,69.27411830643553,41.2037928455948,Dairy Products,Parmalat,Cheese,4,2024-06-28,2024-08-29,2.61,yes
SuperValue,69.33369973013865,41.23922771696254,Meat Products,Hormel,Poultry,91,2025-02-04,2025-02-28,12.58,yes
PrimePick,69.21073884833153,41.206109140254625,Bakery Products,Pioner,Noodles,97,2024-07-27,2024-10-01,4.5,yes
PrimePick,69.10684761598586,41.34790324600581,Meat Products,Hormel,Poultry,44,2025-01-03,2025-02-01,18.49,no
MegaMarket,69.32135807878004,41.24490646967882,Dairy Products,Nestlé,Cottage Cheese,53,2025-02-11,2025-03-14,3.22,no
EcoGrocer,69.23940378921559,41.22329225584425,Sweets,Nestlé,Cakes,88,2024-05-22,2024-10-09,8.52,no
FoodWorld,69.36491133891,41.3798627322019,Beverages,Nescafé,Carbonated Drinks,69,2024-09-23,2025-05-17,14.19,yes
FoodWorld,69.30119826498199,41.24508551608046,Bakery Products,Ozon,Wheat Flour,100,2025-01-22,2025-06-24,1.6,yes
GoldenCart,69.36528689653484,41.2382204490903,Bakery Products,Pioner,Buns,34,2024-03-28,2024-06-04,2.93,yes
PrimePick,69.25360455163643,41.25486797650755,Beverages,Lipton,Mineral Water,2,2024-10-20,2025-10-11,12.35,no
GoldenCart,69.18995282407435,41.38585131132747,Dairy Products,Parmalat,Butter,24,2025-01-17,2025-03-17,4.04,yes
MarketMax,69.34751904392796,41.25072772966861,Bakery Products,Barilla,Buns,97,2024-11-17,2025-02-22,6.91,yes
GoldenCart,69.22088003326668,41.3823933475825,Dairy Products,Nestlé,Cheese,96,2024-04-22,2024-07-02,3.64,yes
NutriMart,69.28817594314395,41.27295189551764,Meat Products,Cherkizovo,Lamb,30,2024-08-26,2024-10-15,7.35,yes
EcoGrocer,69.19375409845284,41.375855855633574,Beverages,Nestlé Pure Life,Coffee,78,2024-11-23,2025-08-23,10.62,yes
MegaMarket,69.2684202165774,41.20381419891598,Beverages,Nescafé,Mineral Water,17,2025-01-31,2026-05-16,9.91,yes
MarketMax,69.30591279702914,41.29153930781155,Bakery Products,Barilla,Bread,100,2025-01-02,2025-03-27,4.92,yes
PrimePick,69.38449216369973,41.31719825706949,Bakery Products,Ozon,Buns,45,2024-06-03,2024-10-26,2.41,yes
SuperValue,69.18629934649493,41.25932911079392,Meat Products,Perdue,Smoked Meat,63,2025-01-06,2025-02-17,7.49,yes
SuperValue,69.15979261130612,41.260665859400206,Meat Products,Perdue,Smoked Meat,61,2024-05-07,2024-07-05,6.66,yes
SuperValue,69.27430425033636,41.3546106759154,Dairy Products,Amul,Butter,60,2024-04-07,2024-06-26,8.32,yes
MegaMarket,69.23301913403142,41.33234685924343,Dairy Products,President,Milk,10,2024-08-19,2024-10-23,4.06,yes
FreshFoods,69.39860672124433,41.2253199911824,Sweets,Ferrero,Chocolate,98,2025-01-08,2025-11-28,5.63,yes
PrimePick,69.16161937238759,41.3041411117432,Sweets,Roshen,Jam,98,2024-09-07,2025-03-10,4.41,no
FoodWorld,69.20849395949494,41.28458582447737,Beverages,Lipton,Mineral Water,8,2024-11-14,2025-09-13,9.86,yes
SuperValue,69.1603148120108,41.209729250637146,Dairy Products,Campina,Cream,99,2024-12-28,2025-01-14,6.4,yes
SuperValue,69.152273254042,41.331190190473265,Sweets,Mars,Halva,53,2024-10-12,2025-08-08,9.28,yes
MarketMax,69.39852600242405,41.37649026786338,Bakery Products,Yashkino,Pasta,74,2025-02-13,2025-05-23,4.22,yes
MarketMax,69.3724342801952,41.301241893385004,Bakery Products,Barilla,Buns,1,2024-03-26,2024-05-20,5.78,no
MegaMarket,69.2352818924181,41.292207598854866,Dairy Products,President,Milk,32,2024-11-23,2025-02-11,8.21,yes
TastyBite,69.19301715345802,41.28056510201869,Beverages,Nescafé,Carbonated Drinks,22,2024-04-06,2026-02-25,12.21,no
MegaMarket,69.36601232026999,41.36487499261882,Sweets,Ferrero,Cakes,65,2024-08-04,2025-01-20,8.72,yes
FoodWorld,69.15428159313493,41.38275195678251,Beverages,Pepsi,Coffee,53,2024-09-12,2025-05-10,12.93,no
PrimePick,69.35710630535651,41.22537035187567,Beverages,Pepsi,Tea,61,2024-10-07,2026-04-09,10.48,yes
NutriMart,69.3247605114908,41.364855919239226,Beverages,Nescafé,Juices,64,2024-11-18,2026-05-10,1.05,no
MegaMarket,69.31105791630314,41.380168362788844,Bakery Products,Makfa,Wheat Flour,24,2024-10-28,2024-12-19,3.78,no
EcoGrocer,69.2563668033496,41.24385770507156,Beverages,Nestlé Pure Life,Juices,22,2024-09-25,2026-06-20,4.12,yes
MegaMarket,69.17624041734612,41.23856099095374,Meat Products,Tyson,Smoked Meat,49,2024-07-13,2024-08-10,6.73,yes
SuperValue,69.28347193077443,41.27519159888503,Beverages,Lipton,Juices,16,2024-05-22,2025-11-03,10.91,yes
NutriMart,69.11554891695214,41.394096001025005,Meat Products,Oscar Mayer,Sausage,93,2024-10-13,2024-11-27,23.61,yes
FoodWorld,69.16830847958906,41.341423959181704,Meat Products,Oscar Mayer,Lamb,69,2024-09-16,2024-11-06,13.0,no
TastyBite,69.20805190176671,41.317907202818475,Bakery Products,Pioner,Buns,23,2024-06-22,2024-09-23,6.26,yes
MegaMarket,69.2887094610971,41.2245576216203,Beverages,Coca-Cola,Mineral Water,70,2025-01-12,2026-05-26,3.0,yes
MegaMarket,69.33594004828615,41.20300310710617,Meat Products,Oscar Mayer,Lamb,30,2024-06-27,2024-08-16,7.48,yes
